name, average, error
steps,273266,35717.6
times,146.748,19.2029
sx,0.338883,0.00254404
sz,0.661117,0.00254404
mag,0.334247,0.00565387
mag2,0.557839,0.00294239
mag4,0.484529,0.00314255
ising_order,3.25059e-05,3.25059e-05
corr_x,1
