steps,500, 510, 520, 530, 540, 550, 560, 570, 580, 590, 600, 610, 620, 630, 640, 650, 660, 670, 680, 690
times,1.19879, 1.22027, 1.23848, 1.26747, 1.29147, 1.32696, 1.35428, 1.37962, 1.3949, 1.43731, 1.46608, 1.49274, 1.52565, 1.55309, 1.57889, 1.59558, 1.6194, 1.64144, 1.67652, 1.70894
sx,0.22, 0.12, 0.16, 0.16, 0.26, 0, 0.1, 0.28, 0.1, 0.02, 0.16, 0, 0.2, 0.06, 0.2, 0.04, 0.1, 0.1, 0, 0.12
sz,0.22, 0.56, 0.84, 0.56, 0.5, 0.6, 0.22, 5.55112e-18, 0.7, 0.38, 0.4, 0.4, 0.16, 0.54, 0.04, -0, 0.1, 0.1, 0.6, 0.28
mag,0.22, 0.56, 0.84, 0.56, -0.5, 0.6, 0.22, 0, -0.7, -0.38, -0.4, -0.4, -0.16, 0.54, 0.04, 0, 0.1, -0.1, -0.6, 0.28
mag2,0.0484, 0.3136, 0.7056, 0.3136, 0.25, 0.36, 0.0484, 0, 0.49, 0.1444, 0.16, 0.16, 0.0256, 0.2916, 0.0016, 0, 0.01, 0.01, 0.36, 0.0784
mag4,0.00234256, 0.098345, 0.497871, 0.098345, 0.0625, 0.1296, 0.00234256, 0, 0.2401, 0.0208514, 0.0256, 0.0256, 0.00065536, 0.0850306, 2.56e-06, 0, 0.0001, 0.0001, 0.1296, 0.00614656
ising_order,1, 1, 1, 0.4, 0, 1, 0.6, 0.4, 0.2, 1, 1, -1, -0.8, 1, -0.2, 0.8, 1, 1, 1, -1
corr_x,1, 0.47, 0.28, 0.08, -0.14, -0.02, -0.18, 0.18, 0.02, 0.25
