Steps,1000, 1100, 1200, 1300, 1400, 1500, 1600, 1700, 1800, 1900, 2000, 2100, 2200, 2300, 2400, 2500, 2600, 2700, 2800, 2900, 3000, 3100, 3200, 3300, 3400, 3500, 3600, 3700, 3800, 3900, 4000, 4100, 4200, 4300, 4400, 4500, 4600, 4700, 4800, 4900, 5000, 5100, 5200, 5300, 5400, 5500, 5600, 5700, 5800, 5900, 6000, 6100, 6200, 6300, 6400, 6500, 6600, 6700, 6800, 6900, 7000, 7100, 7200, 7300, 7400, 7500, 7600, 7700, 7800, 7900
Times,0.307209, 0.654051, 1.01283, 1.37503, 1.69407, 2.09789, 2.45064, 2.79646, 3.15026, 3.48294, 3.82608, 4.19771, 4.52923, 4.88627, 5.21912, 5.56387, 5.88952, 6.24506, 6.57576, 6.943, 7.26232, 7.62162, 7.96638, 8.31276, 8.68411, 9.06769, 9.37444, 9.68837, 10.0042, 10.3183, 10.6637, 11.0255, 11.3707, 11.7129, 12.0447, 12.3814, 12.6909, 13.0194, 13.3025, 13.6449, 13.9766, 14.3549, 14.6973, 15.0609, 15.4167, 15.7853, 16.1409, 16.511, 16.8757, 17.1946, 17.5379, 17.9152, 18.2612, 18.6218, 18.9838, 19.3461, 19.6661, 20.0102, 20.3221, 20.6697, 21.0055, 21.3559, 21.7244, 22.0725, 22.4103, 22.8283, 23.1699, 23.5626, 23.908, 24.2473
<Sz>,0.528, 0.516, 0.275, 0.125, 0.224, 0.065, 0.242, 0.66, 0.148, 0.185, 0.27, 0.461, 0.237, 0.129, 0.205, 0.711, 0.233, 0.699, 0.064, 0.843, 0.808, 0.859, 0.771, 0.57, 0.139, 0.314, 0.581, 0.522, 0.772, 0.396, 0.631, 0.075, 0.816, 0.479, 0.07, 0.561, 0.376, 0.207, 0.126, 0.065, 0.312, 0.468, 0.191, 0.384, 0.399, 0.718, 0.522, 0.143, 0.088, 0.222, 0.663, 0.29, 0.036, 0.511, 0.203, 0.282, 0.477, 0.577, 0.069, 0.082, 0.243, 0.329, 0.471, 0.139, 0.304, 0.804, 0.462, 0.735, 0.281, 0.64
<Sx>,0.072, 0.166, 0.043, 0.045, 0.132, 0.101, 0.204, 0.078, 0.088, 0.075, 0.234, 0.039, 0.117, 0.235, 0.023, 0.229, 0.151, 0.131, 0.064, 0.057, 0.092, 0.117, 0.145, 0.118, 0.155, 0.21, 0.199, 0.148, 0.2, 0.06, 0.269, 0.085, 0.154, 0.261, 0.052, 0.125, 0.024, 0.321, 0.126, 0.075, 0.012, 0.148, 0.043, 0.102, 0.079, 0.08, 0.158, 0.063, 0.164, 0.09, 0.105, 0.04, 0.062, 0.041, 0.033, 0.036, 0.099, 0.081, 0.173, 0.054, 0.161, 0.191, 0.047, 0.207, 0.062, 0.132, 0.104, 0.133, 0.113, 0.106
corr_t,1, 0.988571, 0.971429, 0.965714, 0.951429, 0.941429, 0.935714, 0.927143, 0.922857, 0.915714, 0.914286, 0.905714, 0.898571, 0.89, 0.885714, 0.875714, 0.872857, 0.868571, 0.867143, 0.861429, 0.861429, 0.86, 0.852857, 0.85, 0.838571, 0.83, 0.827143, 0.822857, 0.815714, 0.814286, 0.812857, 0.814286, 0.808571, 0.807143, 0.801429, 0.795714, 0.792857, 0.788571, 0.781429, 0.785714, 0.788571, 0.787143, 0.775714, 0.778571, 0.774286, 0.77, 0.774286, 0.777143, 0.782857, 0.78, 0.78, 0.784286, 0.784286, 0.791429, 0.791429, 0.798571, 0.798571, 0.795714, 0.782857, 0.778571, 0.775714, 0.777143, 0.78, 0.78, 0.78, 0.787143, 0.782857, 0.794286, 0.794286, 0.801429, 0.808571, 0.812857, 0.82, 0.827143, 0.827143, 0.821429, 0.832857, 0.848571, 0.851429, 0.855714, 0.86, 0.867143, 0.872857, 0.874286, 0.881429, 0.892857, 0.901429, 0.908571, 0.91, 0.92, 0.932857, 0.944286, 0.947143, 0.954286, 0.964286, 0.967143, 0.975714, 0.987143, 0.987143, 0.99
