Steps,1000, 1100, 1200, 1300, 1400, 1500, 1600, 1700, 1800, 1900, 2000, 2100, 2200, 2300, 2400, 2500, 2600, 2700, 2800, 2900, 3000, 3100, 3200, 3300, 3400, 3500, 3600, 3700, 3800, 3900, 4000, 4100, 4200, 4300, 4400, 4500, 4600, 4700, 4800, 4900
Times,0.307209, 0.654051, 1.01283, 1.37503, 1.69407, 2.09789, 2.45064, 2.79646, 3.15026, 3.48294, 3.82608, 4.19771, 4.52923, 4.88627, 5.21912, 5.56387, 5.88952, 6.24506, 6.57576, 6.943, 7.26232, 7.62162, 7.96638, 8.31276, 8.68411, 9.06769, 9.37444, 9.68837, 10.0042, 10.3183, 10.6637, 11.0255, 11.3707, 11.7129, 12.0447, 12.3814, 12.6909, 13.0194, 13.3025, 13.6449
<Sz>,0.528, 0.516, 0.275, 0.125, 0.224, 0.065, 0.242, 0.66, 0.148, 0.185, 0.27, 0.461, 0.237, 0.129, 0.205, 0.711, 0.233, 0.699, 0.064, 0.843, 0.808, 0.859, 0.771, 0.57, 0.139, 0.314, 0.581, 0.522, 0.772, 0.396, 0.631, 0.075, 0.816, 0.479, 0.07, 0.561, 0.376, 0.207, 0.126, 0.065
<Sx>,0.072, 0.166, 0.043, 0.045, 0.132, 0.101, 0.204, 0.078, 0.088, 0.075, 0.234, 0.039, 0.117, 0.235, 0.023, 0.229, 0.151, 0.131, 0.064, 0.057, 0.092, 0.117, 0.145, 0.118, 0.155, 0.21, 0.199, 0.148, 0.2, 0.06, 0.269, 0.085, 0.154, 0.261, 0.052, 0.125, 0.024, 0.321, 0.126, 0.075
corr_t,1, 0.9875, 0.9675, 0.9625, 0.9425, 0.9275, 0.92, 0.9075, 0.9075, 0.8975, 0.895, 0.8825, 0.8725, 0.8675, 0.8625, 0.845, 0.84, 0.8425, 0.845, 0.835, 0.84, 0.8325, 0.8275, 0.8225, 0.8075, 0.8, 0.795, 0.7925, 0.7825, 0.7825, 0.78, 0.7775, 0.77, 0.7675, 0.76, 0.7525, 0.75, 0.745, 0.735, 0.7375, 0.74, 0.7425, 0.725, 0.73, 0.73, 0.73, 0.74, 0.75, 0.755, 0.755, 0.7525, 0.7575, 0.7625, 0.7725, 0.77, 0.7725, 0.77, 0.765, 0.755, 0.7475, 0.745, 0.7475, 0.75, 0.75, 0.755, 0.76, 0.7575, 0.77, 0.765, 0.77, 0.7725, 0.78, 0.7975, 0.8075, 0.81, 0.8075, 0.825, 0.835, 0.8375, 0.8425, 0.845, 0.8525, 0.855, 0.8575, 0.865, 0.88, 0.8925, 0.8925, 0.8925, 0.9025, 0.9175, 0.93, 0.9325, 0.9425, 0.955, 0.96, 0.9675, 0.9825, 0.9825, 0.9875
