Size,8,8
Beta,0.1
Delta,0.1
autocorr,1, 0.966602, 1.00008, 0.8931, 0.992727, 0.995525, 0.961193, 1.02726, 0.996429, 0.923616, 0.952673, 1.02058, 0.953634, 0.915085, 0.984995, 1.01652, 1.02004, 1.01491, 0.878427, 0.972234, 0.950579, 0.943198, 1.00352, 1.00716, 0.967156, 0.972808, 1.0574, 0.988142, 0.98435, 0.837269, 0.941485, 0.996793, 0.961028, 0.956389, 0.992534, 0.837378, 0.988301, 0.972532, 0.89667, 0.984931, 0.811974, 0.874464, 0.892592, 0.947711, 0.977615, 0.918248, 0.90989, 0.95594, 1.03319, 0.925817, 1.07451, 1.08549, 0.914019, 1.04347, 1.14687, 1.1078, 1.13509, 0.946366, 0.830725, 1.19221, 0.918205, 1.05598, 1.14598, 1.14213, 1.24766, 1.07554, 0.919904, 0.931727, 1.07502, 0.897836, 0.932009, 1.19824, 0.861072, 0.767372, 0.888829, 0.847331, 1.037, 1.09067, 0.96886, 0.919546, 1.1659, 1.03355, 1.17735, 1.2483, 0.779741, 0.941385, 1.17396, 0.938854, 1.29065, 0.875083, 0.839786, 0.642141, 0.448278, 0.425142, 0.649049, 0.464999, 0.645585, 0.318856, 0.637712


Size,8,8
Beta,0.1
Delta,0.5
autocorr,1, 1.09695, 0.987969, 1.32718, 1.0394, 1.04469, 1.04411, 1.18237, 0.957867, 1.09335, 1.01465, 1.12263, 1.01259, 1.09425, 1.0078, 1.20865, 0.965478, 1.06715, 1.00157, 1.23683, 1.02351, 0.998208, 0.939998, 1.18097, 1.0539, 1.12156, 1.03858, 1.16482, 1.14738, 1.04627, 1.15997, 1.09308, 1.10399, 1.13566, 1.14909, 1.08679, 1.11265, 1.17234, 1.23026, 1.04385, 1.23075, 1.3708, 1.13517, 1.25633, 1.18582, 1.31008, 0.997379, 1.07276, 1.08452, 1.09825, 0.991601, 0.907857, 0.873186, 0.898457, 0.906823, 0.893661, 0.905645, 0.913132, 0.898131, 0.920363, 0.899666, 1.09024, 0.919424, 0.805419, 0.804819, 0.89013, 0.798102, 0.787439, 0.768111, 1.18384, 0.786583, 0.876389, 0.845581, 0.821136, 0.875793, 1.03948, 1.23243, 0.822438, 0.81021, 0.953011, 1.10367, 0.842147, 1.19886, 1.0947, 0.825198, 1.15657, 1.2441, 1.35543, 1.00121, 1.11395, 1.07511, 0.884391, 0.514007, 0.685729, 0.309146, 0.417688, 0.409164, 0.841059, 0.818328


Size,8,8
Beta,0.1
Delta,1
