name, average, error
steps,7237.5,1196.78
times,242.179,40.0318
sx,0.003752,0.000100629
sz,-0.002696,0.0313234
mag,0.944648,0.0051608
mag2,0.910062,0.00789978
mag4,0.861706,0.0107289
cluster size,917.708,8.20092
corr_x,1
corr_t,1, 0.996, 0.992, 0.992, 0.992, 0.996, 0.996, 0.996, 0.996, 0.984, 0.98, 0.98, 0.984, 0.98, 0.972, 0.972, 0.976, 0.976, 0.972, 0.972, 0.976, 0.976, 0.98, 0.98, 0.968, 0.972, 0.976, 0.976, 0.98, 0.976, 0.98, 0.984, 0.972, 0.972, 0.976, 0.968, 0.968, 0.972, 0.96, 0.96, 0.96, 0.968, 0.968, 0.964, 0.96, 0.956, 0.944, 0.94, 0.952, 0.952, 0.956, 0.94, 0.956, 0.952, 0.948, 0.948, 0.948, 0.952, 0.948, 0.944, 0.94, 0.94, 0.936, 0.936, 0.944, 0.944, 0.936, 0.94, 0.94, 0.94, 0.94, 0.94, 0.94, 0.94, 0.94, 0.936, 0.94, 0.932, 0.932, 0.928, 0.924, 0.928, 0.924, 0.924, 0.924, 0.92, 0.92, 0.916, 0.928, 0.924, 0.928, 0.932, 0.932, 0.94, 0.928, 0.932, 0.932, 0.932, 0.924, 0.928, 0.928, 0.928, 0.932, 0.92, 0.916, 0.916, 0.908, 0.904, 0.908, 0.908, 0.908, 0.908, 0.904, 0.904, 0.9, 0.904, 0.904, 0.904, 0.9, 0.9, 0.9, 0.904, 0.908, 0.896, 0.904, 0.9, 0.908, 0.912, 0.912, 0.908, 0.904, 0.912, 0.9, 0.9, 0.904, 0.912, 0.904, 0.908, 0.904, 0.904, 0.9, 0.904, 0.912, 0.912, 0.904, 0.912, 0.908, 0.912, 0.908, 0.9, 0.892, 0.896, 0.892, 0.904, 0.896, 0.892, 0.896, 0.884, 0.892, 0.9, 0.904, 0.908, 0.908, 0.904, 0.904, 0.896, 0.904, 0.908, 0.908, 0.916, 0.912, 0.912, 0.912, 0.916, 0.916, 0.92, 0.916, 0.912, 0.912, 0.924, 0.92, 0.92, 0.912, 0.912, 0.908, 0.916, 0.912, 0.916, 0.92, 0.92, 0.916, 0.916, 0.908, 0.904, 0.916, 0.916, 0.916, 0.916, 0.916, 0.912, 0.912, 0.912, 0.904, 0.916, 0.908, 0.904, 0.892, 0.88, 0.892, 0.904, 0.908, 0.9, 0.904, 0.908, 0.904, 0.904, 0.904, 0.904, 0.908, 0.912, 0.912, 0.92, 0.916, 0.916, 0.92, 0.924, 0.924, 0.924, 0.92, 0.928, 0.924, 0.924, 0.924, 0.92, 0.916, 0.916, 0.912, 0.908, 0.908, 0.908, 0.912, 0.908, 0.908, 0.9, 0.896, 0.896, 0.884, 0.888, 0.9, 0.9, 0.904, 0.9, 0.896, 0.9, 0.892, 0.908, 0.9, 0.9, 0.908, 0.912, 0.908, 0.908, 0.904, 0.9, 0.896, 0.904, 0.896, 0.904, 0.904, 0.916, 0.912, 0.904, 0.904, 0.896, 0.892, 0.9, 0.904, 0.908, 0.908, 0.904, 0.9, 0.904, 0.9, 0.904, 0.916, 0.908, 0.904, 0.912, 0.912, 0.9, 0.908, 0.9, 0.908, 0.912, 0.9, 0.9, 0.896, 0.904, 0.904, 0.904, 0.908, 0.912, 0.916, 0.912, 0.9, 0.888, 0.892, 0.904, 0.904, 0.9, 0.908, 0.908, 0.908, 0.9, 0.896, 0.896, 0.9, 0.904, 0.9, 0.904, 0.9, 0.908, 0.908, 0.908, 0.904, 0.908, 0.912, 0.908, 0.912, 0.912, 0.912, 0.912, 0.904, 0.904, 0.904, 0.9, 0.904, 0.9, 0.896, 0.896, 0.888, 0.888, 0.892, 0.888, 0.872, 0.88, 0.884, 0.872, 0.884, 0.88, 0.872, 0.876, 0.876, 0.868, 0.876, 0.872, 0.872, 0.872, 0.864, 0.868, 0.868, 0.88, 0.872, 0.876, 0.868, 0.86, 0.86, 0.852, 0.852, 0.852, 0.852, 0.852, 0.84, 0.856, 0.864, 0.872, 0.876, 0.884, 0.884, 0.888, 0.888, 0.892, 0.884, 0.884, 0.88, 0.892, 0.888, 0.884, 0.888, 0.888, 0.892, 0.888, 0.896, 0.896, 0.9, 0.896, 0.892, 0.892, 0.888, 0.892, 0.892, 0.896, 0.896, 0.896, 0.896, 0.888, 0.892, 0.892, 0.892, 0.9, 0.896, 0.896, 0.904, 0.9, 0.9, 0.9, 0.9, 0.896, 0.892, 0.904, 0.9, 0.904, 0.908, 0.9, 0.908, 0.904, 0.908, 0.904, 0.904, 0.908, 0.908, 0.9, 0.9, 0.896, 0.896, 0.896, 0.892, 0.888, 0.9, 0.896, 0.896, 0.9, 0.892, 0.892, 0.888, 0.884, 0.884, 0.884, 0.876, 0.876, 0.88, 0.884, 0.876, 0.876, 0.88, 0.888, 0.896, 0.892, 0.892, 0.896, 0.896, 0.9, 0.904, 0.904, 0.904, 0.904, 0.904, 0.904, 0.908, 0.904, 0.9, 0.892, 0.904, 0.904, 0.9, 0.896, 0.892, 0.9, 0.892, 0.9, 0.908, 0.908, 0.912, 0.912, 0.912, 0.912, 0.908, 0.908, 0.908, 0.9, 0.904, 0.904, 0.908, 0.908, 0.912, 0.908, 0.904, 0.916, 0.912, 0.904, 0.908, 0.904, 0.912, 0.912, 0.908, 0.908, 0.904, 0.896, 0.896, 0.896, 0.896, 0.9, 0.9, 0.904, 0.904, 0.9, 0.9, 0.904, 0.908, 0.912, 0.912, 0.916, 0.92, 0.924, 0.916, 0.916, 0.912, 0.916, 0.92, 0.924, 0.92, 0.924, 0.92, 0.92, 0.924, 0.928, 0.92, 0.92, 0.916, 0.924, 0.924, 0.924, 0.916, 0.92, 0.924, 0.92, 0.912, 0.916, 0.908, 0.916, 0.928, 0.932, 0.936, 0.94, 0.944, 0.94, 0.944, 0.944, 0.944, 0.94, 0.94, 0.936, 0.932, 0.94, 0.944, 0.94, 0.94, 0.94, 0.944, 0.94, 0.936, 0.924, 0.924, 0.932, 0.932, 0.936, 0.936, 0.936, 0.94, 0.94, 0.936, 0.936, 0.936, 0.936, 0.94, 0.94, 0.936, 0.932, 0.928, 0.928, 0.928, 0.928, 0.932, 0.924, 0.924, 0.924, 0.92, 0.92, 0.916, 0.924, 0.924, 0.924, 0.92, 0.928, 0.932, 0.924, 0.928, 0.936, 0.928, 0.932, 0.94, 0.94, 0.944, 0.94, 0.94, 0.944, 0.948, 0.944, 0.94, 0.94, 0.94, 0.948, 0.948, 0.948, 0.948, 0.948, 0.948, 0.948, 0.944, 0.94, 0.944, 0.944, 0.94, 0.94, 0.94, 0.936, 0.932, 0.932, 0.924, 0.916, 0.916, 0.908, 0.916, 0.932, 0.932, 0.928, 0.92, 0.92, 0.92, 0.916, 0.916, 0.924, 0.928, 0.92, 0.916, 0.92, 0.908, 0.908, 0.92, 0.916, 0.92, 0.928, 0.928, 0.932, 0.94, 0.94, 0.932, 0.936, 0.928, 0.928, 0.924, 0.924, 0.932, 0.932, 0.932, 0.936, 0.936, 0.928, 0.932, 0.928, 0.924, 0.932, 0.936, 0.936, 0.928, 0.932, 0.932, 0.928, 0.928, 0.924, 0.928, 0.936, 0.932, 0.932, 0.924, 0.928, 0.92, 0.92, 0.924, 0.924, 0.928, 0.924, 0.92, 0.916, 0.924, 0.924, 0.92, 0.916, 0.908, 0.916, 0.924, 0.924, 0.932, 0.932, 0.928, 0.928, 0.924, 0.928, 0.92, 0.924, 0.92, 0.916, 0.908, 0.908, 0.908, 0.908, 0.908, 0.916, 0.912, 0.912, 0.92, 0.92, 0.924, 0.92, 0.924, 0.924, 0.928, 0.928, 0.928, 0.928, 0.932, 0.932, 0.936, 0.936, 0.928, 0.932, 0.936, 0.932, 0.936, 0.94, 0.944, 0.928, 0.936, 0.94, 0.936, 0.932, 0.928, 0.928, 0.924, 0.924, 0.916, 0.92, 0.928, 0.928, 0.924, 0.916, 0.916, 0.916, 0.908, 0.908, 0.908, 0.916, 0.904, 0.912, 0.92, 0.92, 0.916, 0.916, 0.912, 0.924, 0.92, 0.924, 0.928, 0.924, 0.932, 0.928, 0.928, 0.916, 0.92, 0.92, 0.916, 0.92, 0.924, 0.92, 0.92, 0.924, 0.92, 0.924, 0.928, 0.928, 0.928, 0.928, 0.924, 0.924, 0.92, 0.928, 0.924, 0.92, 0.92, 0.924, 0.92, 0.92, 0.908, 0.916, 0.92, 0.916, 0.916, 0.916, 0.924, 0.92, 0.916, 0.916, 0.924, 0.924, 0.916, 0.916, 0.916, 0.912, 0.908, 0.912, 0.912, 0.916, 0.916, 0.916, 0.916, 0.912, 0.92, 0.92, 0.924, 0.92, 0.92, 0.92, 0.924, 0.928, 0.932, 0.924, 0.928, 0.924, 0.92, 0.924, 0.92, 0.924, 0.928, 0.92, 0.92, 0.92, 0.916, 0.912, 0.92, 0.924, 0.924, 0.924, 0.924, 0.924, 0.928, 0.936, 0.94, 0.94, 0.944, 0.94, 0.932, 0.924, 0.928, 0.924, 0.932, 0.932, 0.936, 0.936, 0.928, 0.936, 0.944, 0.944, 0.94, 0.944, 0.94, 0.94, 0.94, 0.932, 0.94, 0.932, 0.94, 0.94, 0.936, 0.952, 0.952, 0.948, 0.948, 0.94, 0.94, 0.944, 0.932, 0.936, 0.944, 0.944, 0.944, 0.948, 0.94, 0.94, 0.948, 0.948, 0.948, 0.944, 0.944, 0.936, 0.944, 0.94, 0.948, 0.948, 0.944, 0.94, 0.94, 0.94, 0.948, 0.94, 0.948, 0.956, 0.956, 0.956, 0.952, 0.948, 0.956, 0.952, 0.952, 0.956, 0.952, 0.952, 0.952, 0.952, 0.952, 0.956, 0.948, 0.952, 0.944, 0.944, 0.944, 0.948, 0.944, 0.94, 0.952, 0.948, 0.952, 0.956, 0.96, 0.952, 0.952, 0.956, 0.956, 0.964, 0.968, 0.956, 0.96, 0.96, 0.96, 0.956, 0.964, 0.96, 0.964, 0.96, 0.968, 0.956, 0.968, 0.964, 0.96, 0.968, 0.976, 0.972, 0.972, 0.98, 0.98, 0.98, 0.98, 0.976, 0.976, 0.98, 0.988, 0.992, 0.992, 0.988, 0.992, 0.992, 0.988, 0.992, 0.992, 0.988, 0.992, 0.992, 0.992, 0.992, 0.984, 0.996
