name, average, error
steps,159922,29680.2
times,21.2079,3.93534
sx,0.50139,0.000716001
sz,0.0007,0.00165203
mag,0.024918,0.000698382
mag2,0.00100564,5.1563e-05
mag4,3.16948e-06,2.92101e-07
cluster size,1,0
corr_x,1
corr_t,1, 0.004, -0.016, 0.032, -0.051, 0.024, -0.075, -0.046, 0.001, -0.022, -0.006, -0.002, -0.06, -0.004, -0.006, -0.004, 0.034, -0.035, 0.003, -0.071, 0.049, 0.036, 0.001, 0.01, 0.055, -0.002, 0.013, -0.032, -0.031, -0.001, 0.049, 0.007, 0.023, 0.004, 0.04, 0.008, -0.022, -0.023, -0.049, -0.023, 0, 0.012, 0.034, 0.012, -0.029, -0.063, 0.003, 0.021, 0.05, 0.062, -0.067, 0.034, -0.024, 0.008, -0.008, -0.009, 0.026, 0.03, 0.006, 0, -0.03, 0.035, -0.009, 0.017, -0.048, 0.074, -0.007, 0.003, -0.04, 0.03, 0.038, 0.035, 0.094, 0.037, -0.049, -0.042, 0.011, 0.004, 0.062, 0.015, -0.006, 0.075, -0.02, -0.04, 0.008, -0.018, 0.005, 0.04, 0.002, 0.029, 0.066, 0.022, 0.033, 0.072, -0.017, 0, 0.014, 0.014, 0.006, -0.015, 0.032, 0.069, 0.037, -0.064, 0.002, 0.021, -0.02, 0.054, 0.008, 0.025, 0.07, -0.008, -0.018, 0.01, -0.015, 0.047, -0.002, -0.04, 0.064, -0.015, 0.003, -0.056, 0.013, 0.084, 0.006, -0.035, -0.065, -0.012, -0.001, -0.059, 0.021, 0.039, 0.008, -0.052, -0.015, 0.028, 0.071, -0.007, 0.004, 0.072, -0.009, 0.046, -0.045, -0.015, 0.053, 0.019, -0.041, 0.077, -0.044, 0.021, -0.051, 0.057, -0.051, -0.046, -0.076, -0.012, 0.009, -0.003, -0.008, -0.08, 0.037, 0.042, 0.032, -0.059, -0.056, -0.04, -0.005, 0.028, 0.017, 0.049, -0.009, -0.023, 0.041, 0.028, -0.043, -0.059, -0.132, 0.016, -0.032, -0.04, -0.076, 0.015, -0.058, -0.093, 0.112, -0.046, -0.039, -0.017, 0.002, 0.058, 0.007, -0.019, 0.005, 0.047, 0.043, -0.007, 0.07, 0.002, -0.023, -0.011, -0.061, 0.021, 0.024, 0.005, 0.004, 0.031, -0.018, -0.073, 0.047, -0.034, 0.06, 0.011, -0.06, 0.043, -0.004, -0.043, 0.001, 0.033, 0.015, 0.024, 0.007, 0.002, -0.084, -0.014, 0.003, -0.032, 0.016, -0.042, 0.027, 0.028, 0.001, 0.001, -0.029, 0.015, 0.034, 0.096, -0.054, -0.07, 0.045, -0.076, 0.002, 0, 0.063, 0.007, 0.014, 0.009, 0.047, -0.038, 0.014, -0.048, 0.06, 0.021, 0.048, 0, -0.011, 0.053, 0.014, 0.006, 0.058, 0.054, 0.012, -0.013, -0.062, 0.001, -0.027, 0.049, 0.006, 0.024, -0.027, -0.087, 0.016, 0.086, -0.025, -0.112, -0.065, 0.053, 0.014, -0.043, -0.027, -0.035, -0.003, 0.032, 0.018, -0.067, 0.064, -0.017, 0.053, -0.064, -0.007, -0.006, -0.009, -0.023, 0.045, 0.005, 0.013, -0.06, -0.011, -0.057, -0.109, 0.033, -0.02, -0.056, -0.01, 0.019, 0.011, 0.006, -0.002, 0.034, -0.02, 0.009, 0.02, -0.036, -0.006, 0.057, -0.002, 0.041, 0.067, 0.053, -0.014, 0.013, 0, 0.059, 0.026, -0.008, -0.007, -0.023, 0.08, -0.037, -0.025, -0.044, -0.017, 0.046, -0.032, 0.049, 0.073, 0, -0.02, 0.015, -0.002, 0.056, 0.009, -0.01, 0.066, 0.006, 0.002, 0.063, 0.039, -0.002, -0.032, 0.007, 0.114, -0.044, 0.07, 0.002, 0.028, 0.008, 0.01, 0.085, 0.01, 0.012, -0.001, 0.004, 0.019, 0.023, -0.024, 0.033, 0.035, 0.067, -0.031, -0.033, -0.021, -0.027, 0.045, 0.049, -0.021, -0.018, 0.007, 0.01, 0.002, 0.009, 0.038, 0.039, -0.06, 0.01, 0.015, -0.038, 0.058, 0.023, 0.017, -0.034, 0.019, -0.008, -0.037, 0.05, -0.1, -0.027, 0.052, -0.073, 0.02, -0.068, -0.009, -0.025, 0.005, -0.027, -0.025, 0.019, 0.044, 0.047, -0.049, -0.028, 0, -0.03, 0.045, -0.02, -0.054, 0.032, -0.019, -0.089, 0.014, 0.009, 0.08, -0.022, -0.027, -0.023, 0.047, -0.027, -0.015, -0.045, -0.011, -0.006, 0.008, 0.048, 0.01, -0.042, 0.029, 0.014, 0.055, -0.064, 0.014, -0.023, -0.015, -0.017, 0.057, -0.003, -0.067, -0.024, 0.011, 0.05, 0.031, -0.034, -0.012, 0.066, 0.086, -0.002, 0.014, 0.037, 0.074, -0.031, 0.008, 0.014, 0.008, 0.027, -0.036, 0.033, 0.039, -0.021, -0.028, -0.058, -0.056, 0.02, 0.056, 0.018, 0.03, 0.019, -0.012, -0.006, 0.025, 0.053, -0.055, -0.044, -0.025, 0.058, 0.044, 0.02, -0.042, 0.034, 0.019, 0.079, -0.018, -0.014, 0.049, 0.023, 0.028, 0.014, -0.041, -0.009, 0.039, -0.003, 0.005, -0.054, 0.014, -0.012, 0.021, -0.029, 0.019, -0.061, 0.016, 0.026, 0.032, 0.04, -0.028, -0.014, 0.017, -0.029, -0.035, 0.048, 0.032, 0.072, 0.013, 0.05, -0.001, 0.045, 0.032, 0.029, -0.029, -0.042, -0.024, -0.034, -0.005, -0.069, 0.009, -0.039, 0.069, -0.008, -0.017, -0.037, 0.012, 0.025, 0.038, 0.046, 0.001, 0.013, -0.053, -0.076, 0.007, 0.069, 0.044, 0.052, 0.02, 0.004, -0.07, 0.004, 0.009, 0.018, 0.055, -0.005, 0.024, 0.004, -0.036, -0.016, 0.001, 0.027, -0.028, -0.045, -0.036, -0.028, 0.004, 0.025, -0.01, -0.041, -0.023, 0.024, 0.031, 0.06, -0.035, -0.019, 0.023, -0.047, -0.052, 0.053, -0.047, -0.01, 0.039, 0.016, 0.086, -0.037, 0.006, -0.038, -0.036, -0.025, -0.021, 0.041, 0.01, -0.033, 0.007, 0.047, 0.024, 0.041, -0.057, -0.054, 0.011, 0.027, -0.024, -0.037, 0.037, 0.011, -0.073, 0, 0, -0.036, -0.058, -0.045, -0.021, 0.03, -0.023, 0.003, -0.007, -0.041, -0.087, -0.035, 0.041, -0.034, -0.021, -0.061, -0.04, 0.011, -0.003, -0.029, -0.065, -0.034, 0.025, -0.032, 0.009, -0.005, 0.02, -0.041, 0.024, -0.007, 0.097, -0.064, -0.029, 0.013, -0.018, -0.04, 0.039, -0.039, 0.051, 0.058, -0.007, 0.045, 0.005, 0.035, 0.035, 0, -0.001, 0.117, 0.071, -0.004, -0.008, 0.036, 0.026, -0.03, -0.035, 0.035, 0.035, -0.029, -0.055, -0.078, 0.044, 0.02, -0.03, 0.048, -0.045, -0.001, -0.036, 0.014, -0.007, 0.021, 0.025, -0.029, 0.084, -0.055, 0.07, -0.023, 0.016, 0.023, 0.006, -0.008, -0.023, 0.006, 0.079, -0.005, 0.081, 0.008, 0.005, 0.007, 0.027, -0.009, -0.064, -0.001, -0.034, -0.021, 0.048, -0.066, -0.033, 0.039, 0.044, 0.072, -0.029, 0.037, 0.055, -0.053, -0.034, 0.03, 0.019, 0.048, 0.008, -0.023, -0.006, 0.034, -0.006, 0.062, 0.021, 0.008, -0.033, 0.062, 0.015, -0.001, 0.045, 0.006, 0.036, -0.057, -0.04, 0.059, 0.063, 0.012, -0.07, -0.016, 0.012, 0.008, -0.048, 0.067, 0.09, 0.018, -0.009, -0.018, 0.086, 0.053, -0.046, 0.012, -0.045, 0.004, -0.017, -0.037, -0.045, 0.001, -0.054, -0.053, 0.001, 0.001, 0.057, 0.029, -0.014, -0.031, -0.008, -0.057, 0.014, 0.046, 0.044, -0.004, 0.017, 0.025, 0.035, 0.031, 0.019, 0.027, 0.02, -0.041, -0.061, 0.014, -0.092, 0.071, 0.041, 0.003, 0.025, -0.04, 0.072, 0.04, 0.005, -0.044, -0.081, -0.036, 0.026, -0.011, -0.025, -0.009, 0.029, 0.014, 0.002, -0.065, 0.008, 0.02, -0.036, -0.032, -0.001, -0.064, -0.032, 0.063, 0.006, -0.006, 0.042, 0.033, 0.063, -0.028, 0.043, -0.009, 0.018, -0.005, -0.057, -0.019, 0.023, -0.005, -0.046, -0.091, 0.006, -0.011, -0.019, 0.046, 0.026, 0.02, -0.036, -0.048, 0.044, 0.008, 0.02, 0.01, -0.011, 0.021, 0.015, 0.036, 0.036, 0.064, -0.01, -0.027, 0.059, 0.014, -0.009, 0.014, 0.035, 0.026, -0.043, 0.123, -0.007, -0.03, -0.003, -0.027, -0.013, 0.007, -0.026, -0.049, -0.015, 0.007, -0.002, -0.028, 0.037, -0.026, 0.086, 0.045, 0.101, 0.061, 0.018, -0.031, 0.014, -0.053, 0.06, 0.058, -0.004, -0.06, -0.019, -0.025, 0.019, 0.029, -0.067, -0.003, -0.008, 0.021, -0.01, -0.009, 0.066, -0.004, 0.022, 0.04, -0.024, -0.015, 0.068, -0.032, 0.029, 0.013, 0.004, -0.009, -0.06, 0.011, 0.078, -0.002, 0.031, -0.002, -0.009, -0.097, -0.003, -0.046, 0.025, -0.026, 0.066, 0.02, 0.039, 0.049, -0.006, 0.004, -0.026, 0.038, 0.088, -0.051, -0.016, 0.053, 0.003, 0.044, -0.009, 0.057, 0.022, -0.031, 0.002, 0.022, -0.034, 0.009, -0.042, -0.033, -0.081, 0.004, 0.045, -0.048, -0.046, 0.038, 0.031, 0.003, 0.03, 0.068, 0.025, -0.069, -0.027, -0.032, -0.072, -0.013, -0.026, -0.008, -0.055, -0.005, -0.05, 0.026, 0.065, -0.024, -0.022, 0.035, 0.034, 0.019, -0.049, -0.106, -0.011, 0.036, -0.04, -0.021, -0.046, 0.012, 0.004, 0.014, -0.003, -0.005, -0.041, -0.017, 0.035, -0.044, -0.084, 0.015, 0.048, 0.002, -0.007, 0.064, 0.003, -0.05, 0.007, 0.023, -0.001, -0.023, -0.015, 0.013, -0.029, 0.04, -0.013, -0.042, 0.059, 0.025
