name, average, error
steps,273266,35717.6
times,103.633,13.5571
sx,0.347576,0.00262301
sz,0.652424,0.00262301
mag,0.470536,0.00498608
mag2,0.521544,0.00342439
mag4,0.405698,0.00379097
ising_order,1.1909e-06,1.1909e-06
corr_x,1
