name, average, error
steps,52950,9574.27
times,396.183,71.5068
sx,0.000516,3.64905e-05
sz,0.031712,0.0835884
mag,0.998752,0.000271411
mag2,0.997597,0.000471188
mag4,0.995484,0.000738312
cluster size,498.472,0.636713
corr_x,1
corr_t,1, 1, 1, 0.998, 0.996, 0.998, 1, 0.998, 0.998, 0.996, 0.998, 1, 0.998, 1, 1, 1, 1, 0.998, 0.998, 0.998, 0.998, 0.996, 0.996, 0.998, 0.998, 0.998, 0.998, 0.998, 0.998, 1, 1, 1, 1, 1, 1, 0.998, 0.998, 0.998, 0.996, 0.996, 0.998, 0.998, 0.998, 0.998, 0.998, 0.998, 0.998, 0.998, 0.998, 0.998, 0.998, 0.998, 0.998, 0.996, 0.998, 0.998, 0.998, 0.998, 0.998, 0.998, 0.998, 0.998, 0.998, 0.998, 0.998, 0.998, 0.998, 0.998, 0.998, 0.998, 0.998, 0.998, 0.996, 0.996, 0.996, 0.996, 0.996, 0.994, 0.998, 0.998, 0.998, 0.996, 0.996, 0.996, 0.998, 0.998, 0.998, 0.998, 0.998, 0.996, 0.998, 0.998, 0.998, 0.996, 0.998, 0.998, 0.998, 0.998, 0.998, 0.998, 0.998, 0.998, 0.994, 0.996, 0.994, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.998, 1, 0.998, 0.998, 0.998, 1, 1, 1, 1, 1, 1, 0.996, 0.998, 0.998, 1, 1, 1, 1, 1, 1, 1, 1, 0.998, 1, 1, 1, 0.996, 1, 0.998, 0.998, 1, 1, 1, 1, 1, 0.998, 0.998, 1, 0.998, 0.998, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.998, 0.996, 1, 0.998, 0.996, 1, 1, 1, 1, 1, 0.998, 1, 1, 0.998, 0.998, 1, 1, 1, 1, 1, 1, 1, 0.998, 0.998, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.996, 0.996, 1, 1, 0.998, 1, 0.998, 0.998, 1, 0.996, 0.998, 0.996, 0.996, 1, 0.996, 0.996, 0.998, 0.998, 0.998, 0.998, 0.998, 0.998, 1, 1, 0.998, 0.998, 0.998, 0.998, 1, 1, 1, 1, 0.998, 1, 1, 1, 1, 0.998, 0.998, 0.996, 0.998, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.998, 1, 1, 1, 0.998, 0.998, 1, 1, 1, 1, 0.998, 0.996, 1, 0.998, 0.996, 0.996, 0.994, 0.996, 0.996, 0.996, 0.998, 0.998, 1, 1, 1, 0.998, 0.998, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.996, 0.996, 0.996, 0.996, 0.996, 0.992, 0.994, 0.994, 0.994, 0.996, 0.998, 1, 1, 0.996, 0.998, 0.998, 0.998, 1, 1, 1, 1, 1, 0.998, 1, 0.996, 0.996, 0.998, 0.998, 0.998, 0.998, 0.998, 0.992, 0.998, 0.996, 0.998, 0.998, 0.996, 0.998, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.998, 0.996, 0.998, 0.998, 1, 0.998, 1, 0.998, 1, 0.998, 0.998, 0.998, 0.998, 1, 1, 0.998, 0.998, 1, 1, 1, 1, 1, 0.998, 1, 1, 1, 1, 0.998, 0.998, 1, 1, 0.998, 0.998, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.998, 0.998, 0.998, 0.998, 0.998, 0.998, 0.996, 0.998, 1, 1, 1, 0.996, 0.998, 1, 0.998, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.996, 0.998, 0.998, 1, 0.998, 1, 1, 1, 0.998, 0.998, 0.994, 0.996, 1, 1, 1, 1, 1, 0.998, 0.996, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.998, 0.996, 1, 1, 1, 1, 1, 1, 1, 0.998, 0.998, 0.998, 1, 1, 0.998, 1, 1, 1, 1, 1, 1, 0.998, 1, 1, 1, 0.998, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.998, 1, 1, 1, 1, 1, 1, 1, 1, 0.998, 1, 1, 1, 1, 1, 1, 1, 0.996, 1, 1, 1, 1, 1, 1
