name, average, error
mag,0.00145133,4.66989e-05
mag2,1.52244e-05,5.14189e-06
mag4,1.34569e-07,1.30926e-07
cluster size,598.195,0.3103
a_mag,0.998311,5.77782e-05
a_mag2,0.996641,0.000111688
sx,0.00132133,2.06511e-05
loc,0.998311,5.77782e-05
