2,32
1, 0.529875, 0.279094, 0.145594, 0.0756562, 0.0407187, 0.0235, 0.0174688, 0.0145, 0.0177812, 0.0114375, 0.0139375, 0.0175313, 0.0213438, 0.023, 0.0274375, 0.0300937, 0.0274375, 0.023, 0.0213438, 0.0175313, 0.0139375, 0.0114375, 0.0177813, 0.0145, 0.0174688, 0.0235, 0.0407187, 0.0756562, 0.145594, 0.279094, 0.529875, -0.00284375, 0.0009375, 0.00021875, 0.00759375, 0.0015, -0.0010625, -0.0001875, 0.00025, 0.00040625, -0.0038125, -0.00565625, -0.00021875, 0.00771875, 0.00365625, 0.001375, 0.00528125, -0.00140625, 0.00528125, 0.001375, 0.00365625, 0.00771875, -0.00021875, -0.00565625, -0.0038125, 0.00040625, 0.00025, -0.0001875, -0.0010625, 0.0015, 0.00759375, 0.00021875, 0.0009375
