2,32
0, -0.644845, -0.0285513, -0.0164055, -0.0107905, -0.00774812, -0.00592226, -0.00474673, -0.00395128, -0.00339388, -0.00299429, -0.00270467, -0.00249534, -0.00234746, -0.00224901, -0.00219261, -0.00217423, -0.00219261, -0.00224901, -0.00234746, -0.00249534, -0.00270467, -0.00299429, -0.00339388, -0.00395128, -0.00474673, -0.00592226, -0.00774812, -0.0107905, -0.0164055, -0.0285513, -0.644845, 2.41671e-05, 2.0588e-05, 1.56187e-05, 9.39524e-06, 2.10079e-06, -6.04162e-06, -1.47781e-05, -2.38335e-05, -3.2922e-05, -4.1757e-05, -5.00609e-05, -5.75744e-05, -6.40642e-05, -6.93301e-05, -7.32106e-05, -7.55871e-05, -7.63874e-05, -7.55871e-05, -7.32106e-05, -6.93301e-05, -6.40642e-05, -5.75744e-05, -5.00609e-05, -4.1757e-05, -3.2922e-05, -2.38335e-05, -1.47781e-05, -6.04162e-06, 2.10079e-06, 9.39524e-06, 1.56187e-05, 2.0588e-05
