2,32
1, 0.856469, 0.792438, 0.755938, 0.730375, 0.712031, 0.700031, 0.690562, 0.682406, 0.675562, 0.66925, 0.662937, 0.661563, 0.657937, 0.656375, 0.655094, 0.654844, 0.655094, 0.656375, 0.657937, 0.661563, 0.662937, 0.66925, 0.675562, 0.682406, 0.690562, 0.700031, 0.712031, 0.730375, 0.755938, 0.792438, 0.856469, 0.0292188, 0.0290625, 0.0299062, 0.0284063, 0.029, 0.0297187, 0.0306875, 0.0315625, 0.0319062, 0.0305312, 0.0309375, 0.0306875, 0.0284688, 0.0277813, 0.0279063, 0.0276563, 0.0275313, 0.0276563, 0.0279063, 0.0277813, 0.0284688, 0.0306875, 0.0309375, 0.0305312, 0.0319062, 0.0315625, 0.0306875, 0.0297187, 0.029, 0.0284063, 0.0299062, 0.0290625
