2,32
0, -0.847307, -0.119916, -0.0689033, -0.0453202, -0.0325421, -0.0248735, -0.0199363, -0.0165954, -0.0142543, -0.012576, -0.0113596, -0.0104804, -0.00985931, -0.00944583, -0.00920895, -0.00913177, -0.00920895, -0.00944583, -0.00985931, -0.0104804, -0.0113596, -0.012576, -0.0142543, -0.0165954, -0.0199363, -0.0248735, -0.0325421, -0.0453202, -0.0689033, -0.119916, -0.847307, 0.000101502, 8.64696e-05, 6.55986e-05, 3.946e-05, 8.82333e-06, -2.53748e-05, -6.20679e-05, -0.000100101, -0.000138273, -0.00017538, -0.000210256, -0.000241813, -0.00026907, -0.000291187, -0.000307484, -0.000317466, -0.000320827, -0.000317466, -0.000307484, -0.000291187, -0.00026907, -0.000241813, -0.000210256, -0.00017538, -0.000138273, -0.000100101, -6.20679e-05, -2.53748e-05, 8.82333e-06, 3.946e-05, 6.55986e-05, 8.64696e-05
