2,32
1, 0.613375, 0.413469, 0.296469, 0.225719, 0.181219, 0.154031, 0.134719, 0.11475, 0.105938, 0.101844, 0.0997187, 0.0935938, 0.089375, 0.088, 0.0863437, 0.0899375, 0.0863437, 0.088, 0.089375, 0.0935938, 0.0997187, 0.101844, 0.105938, 0.11475, 0.134719, 0.154031, 0.181219, 0.225719, 0.296469, 0.413469, 0.613375, -0.0095, -0.0122187, -0.0139063, -0.00965625, -0.0117188, -0.009875, -0.0107188, -0.0134687, -0.0095, -0.00253125, -0.00909375, -0.00725, -0.00225, 0.0013125, -0.00175, 0.000875, -0.0004375, 0.000875, -0.00175, 0.0013125, -0.00225, -0.00725, -0.00909375, -0.00253125, -0.0095, -0.0134687, -0.0107188, -0.009875, -0.0117188, -0.00965625, -0.0139063, -0.0122188
