name, average, error
steps,19397.5,3710.03
times,162.089,30.9967
sx,0.750184,0.0122394
sz,0.249816,0.0122394
mag,0.010008,0.0219739
mag2,0.0973851,0.00939734
mag4,0.0260539,0.0049262
corr_x,1
corr_t,1, 0.984, 0.96, 0.952, 0.92, 0.904, 0.896, 0.888, 0.872, 0.872, 0.824, 0.792, 0.784, 0.76, 0.72, 0.712, 0.696, 0.68, 0.672, 0.648, 0.648, 0.624, 0.64, 0.624, 0.632, 0.632, 0.616, 0.6, 0.584, 0.576, 0.576, 0.568, 0.56, 0.544, 0.536, 0.512, 0.512, 0.504, 0.496, 0.488, 0.488, 0.488, 0.448, 0.448, 0.432, 0.432, 0.432, 0.424, 0.448, 0.432, 0.416, 0.408, 0.384, 0.36, 0.344, 0.344, 0.336, 0.328, 0.312, 0.32, 0.304, 0.304, 0.304, 0.296, 0.32, 0.344, 0.352, 0.36, 0.352, 0.336, 0.336, 0.328, 0.32, 0.336, 0.312, 0.32, 0.312, 0.312, 0.288, 0.288, 0.264, 0.264, 0.248, 0.24, 0.256, 0.24, 0.248, 0.248, 0.232, 0.224, 0.232, 0.224, 0.224, 0.224, 0.216, 0.216, 0.216, 0.208, 0.208, 0.2, 0.2, 0.208, 0.208, 0.208, 0.2, 0.192, 0.192, 0.192, 0.184, 0.2, 0.216, 0.2, 0.2, 0.184, 0.176, 0.176, 0.144, 0.128, 0.144, 0.16, 0.144, 0.136, 0.144, 0.128, 0.12, 0.104, 0.12, 0.112, 0.104, 0.112, 0.12, 0.096, 0.088, 0.096, 0.096, 0.112, 0.128, 0.104, 0.104, 0.104, 0.08, 0.072, 0.064, 0.056, 0.064, 0.064, 0.088, 0.088, 0.088, 0.072, 0.064, 0.056, 0.056, 0.04, 0.048, 0.032, 0.032, 0.048, 0.048, 0.048, 0.048, 0.032, 0.008, 0, 0.016, 0.032, 0.016, 0.016, 0.016, 0.04, 0.056, 0.064, 0.064, 0.064, 0.048, 0.048, 0.024, 0.008, 0, 0.016, 0.016, 0.008, 0.024, 0.008, 0, 0, 0, -0.008, -0.024, -0.032, -0.032, -0.032, -0.04, -0.04, -0.04, -0.048, -0.072, -0.064, -0.056, -0.048, -0.032, 0, -0.008, -0.008, -0.008, -0.016, 0, -0.016, -0.024, -0.024, -0.032, -0.04, -0.024, -0.032, -0.04, -0.048, -0.048, -0.048, -0.048, -0.04, -0.072, -0.072, -0.08, -0.064, -0.072, -0.08, -0.088, -0.104, -0.104, -0.096, -0.088, -0.08, -0.08, -0.064, -0.064, -0.072, -0.072, -0.064, -0.056, -0.032, -0.016, -0.024, -0.024, -0.016, -0.016, -0.016, -0.016, -0.008, -0.008, -0.008, -0.032, -0.024, -0.032, -0.032, -0.048, -0.048, -0.04, -0.032, -0.048, -0.056, -0.072, -0.088, -0.072, -0.072, -0.088, -0.072, -0.08, -0.072, -0.072, -0.08, -0.072, -0.056, -0.048, -0.048, -0.056, -0.048, -0.04, -0.032, -0.048, -0.04, -0.032, -0.032, -0.008, 0, 0.016, 0.016, 0.008, 0.008, 0, 0, 0.016, 0.008, 0.032, 0.024, 0.04, 0.048, 0.048, 0.056, 0.04, 0.048, 0.032, 0.016, 0.024, 0.016, 0.008, 0.016, 0.032, 0.016, 0.04, 0.048, 0.04, 0.056, 0.064, 0.04, 0.04, 0.056, 0.056, 0.048, 0.048, 0.056, 0.056, 0.024, 0.024, 0, 0, 0.008, 0.016, 0.024, 0.032, 0.04, 0.04, 0.056, 0.048, 0.032, 0.032, 0.024, 0.016, 0.016, 0.032, 0.032, 0.016, 0.016, 0, 0, -0.008, -0.04, -0.056, -0.08, -0.088, -0.064, -0.08, -0.088, -0.08, -0.072, -0.064, -0.072, -0.056, -0.056, -0.04, -0.04, -0.04, -0.048, -0.04, -0.056, -0.048, -0.04, -0.024, -0.04, -0.024, -0.048, -0.056, -0.056, -0.064, -0.072, -0.08, -0.088, -0.072, -0.064, -0.064, -0.056, -0.08, -0.072, -0.064, -0.064, -0.064, -0.056, -0.048, -0.064, -0.056, -0.08, -0.088, -0.096, -0.104, -0.104, -0.096, -0.096, -0.112, -0.12, -0.12, -0.12, -0.128, -0.112, -0.12, -0.104, -0.096, -0.104, -0.12, -0.104, -0.104, -0.104, -0.104, -0.104, -0.104, -0.104, -0.104, -0.12, -0.136, -0.136, -0.136, -0.12, -0.112, -0.096, -0.08, -0.072, -0.056, -0.048, -0.072, -0.064, -0.064, -0.064, -0.08, -0.072, -0.08, -0.08, -0.088, -0.096, -0.056, -0.048, -0.04, -0.024, -0.016, -0.016, -0.04, -0.032, -0.04, -0.048, -0.056, -0.048, -0.048, -0.04, -0.04, -0.04, -0.048, -0.056, -0.064, -0.064, -0.064, -0.08, -0.072, -0.072, -0.072, -0.088, -0.088, -0.08, -0.072, -0.072, -0.072, -0.072, -0.088, -0.096, -0.096, -0.096, -0.088, -0.08, -0.08, -0.08, -0.08, -0.056, -0.056, -0.048, -0.032, -0.032, -0.024, -0.008, -0.024, -0.024, -0.024, -0.016, -0.04, -0.048, -0.056, -0.032, -0.024, -0.024, -0.024, -0.024, -0.016, -0.008, 0, 0, 0, 0.032, 0.04, 0.056, 0.056, 0.056, 0.064, 0.072, 0.064, 0.032, 0.048, 0.032, 0.024, 0.032, 0, 0, 0, 0.008, 0.008, 0.008, -0.008, -0.032, -0.032, -0.024, -0.024, -0.016, -0.016, -0.008, -0.008, 0.008, 0.024, 0, 0.008, 0.008, 0.008, -0.008, 0, -0.008, -0.008, -0.016, -0.024, -0.016, -0.016, -0.016, -0.008, -0.032, -0.04, -0.04, -0.04, -0.024, -0.016, 0, -0.016, -0.008, 0.016, 0.024, 0.016, 0.008, 0.008, 0.016, 0.008, 0.024, 0.024, 0.024, 0.032, 0.04, 0.032, 0.008, -0.008, -0.016, -0.008, -0.024, -0.04, -0.024, -0.04, -0.048, -0.048, -0.048, -0.048, -0.048, -0.04, -0.04, -0.064, -0.072, -0.072, -0.056, -0.048, -0.032, -0.04, -0.04, -0.024, -0.008, -0.024, -0.048, -0.056, -0.056, -0.048, -0.048, -0.056, -0.064, -0.08, -0.096, -0.096, -0.104, -0.112, -0.088, -0.088, -0.096, -0.096, -0.072, -0.072, -0.08, -0.072, -0.08, -0.064, -0.064, -0.064, -0.048, -0.048, -0.072, -0.072, -0.048, -0.04, -0.048, -0.04, -0.04, -0.024, -0.024, -0.024, -0.008, -0.008, -0.024, -0.016, -0.016, -0.016, -0.016, 0.016, 0.008, 0, -0.016, -0.016, -0.016, -0.032, -0.024, 0, 0.024, 0.016, 0.008, 0.016, 0.008, 0.016, 0.008, 0.016, 0.032, 0.024, 0.032, 0.024, 0.032, 0.032, 0.048, 0.048, 0.048, 0.04, 0.056, 0.04, 0.04, 0.048, 0.048, 0.064, 0.072, 0.088, 0.096, 0.104, 0.104, 0.096, 0.104, 0.104, 0.096, 0.096, 0.08, 0.08, 0.08, 0.072, 0.072, 0.064, 0.04, 0.048, 0.064, 0.04, 0.04, 0.032, 0.016, 0.016, 0.04, 0.032, 0.048, 0.032, 0.024, 0.032, 0.032, 0.032, 0.04, 0.048, 0.056, 0.04, 0.016, 0.032, 0.016, -0.016, -0.032, -0.032, -0.008, -0.008, 0.008, 0.032, 0.04, 0.056, 0.056, 0.04, 0.04, 0.048, 0.064, 0.072, 0.064, 0.072, 0.064, 0.072, 0.08, 0.08, 0.08, 0.096, 0.104, 0.112, 0.104, 0.096, 0.088, 0.064, 0.032, 0.016, 0.024, 0.016, 0.008, 0.008, 0.016, 0.032, 0.032, 0.024, 0.024, 0.016, 0.008, 0.008, 0.016, 0.016, 0.024, 0.016, 0.008, 0.008, 0.008, 0.008, 0.024, 0.008, 0, -0.008, -0.008, -0.024, -0.016, -0.024, -0.016, -0.008, -0.016, -0.008, 0, -0.008, -0.008, -0.024, -0.032, -0.04, -0.016, -0.016, -0.016, -0.008, 0, 0.008, 0.008, 0.024, 0.024, 0.016, 0.016, -0.008, -0.008, -0.008, -0.008, -0.008, 0, -0.008, 0, -0.024, -0.024, -0.032, -0.024, -0.024, -0.024, -0.032, -0.024, 0, 0.008, -0.008, 0.008, 0.024, 0.032, 0.016, 0.016, -0.008, 0.016, 0.016, 0.024, 0.016, 0.008, 0.008, 0, -0.024, -0.048, -0.056, -0.056, -0.048, -0.056, -0.056, -0.064, -0.064, -0.04, -0.032, -0.008, -0.008, 0, 0, 0, 0.008, 0.008, 0.008, 0.024, 0.024, 0.032, 0.056, 0.056, 0.064, 0.048, 0.048, 0.048, 0.072, 0.056, 0.04, 0.04, 0.056, 0.048, 0.056, 0.056, 0.056, 0.064, 0.064, 0.08, 0.096, 0.088, 0.096, 0.096, 0.088, 0.096, 0.096, 0.088, 0.096, 0.104, 0.12, 0.12, 0.128, 0.184, 0.184, 0.2, 0.208, 0.208, 0.2, 0.192, 0.192, 0.192, 0.192, 0.192, 0.208, 0.224, 0.232, 0.208, 0.192, 0.184, 0.192, 0.168, 0.176, 0.16, 0.144, 0.136, 0.144, 0.152, 0.144, 0.144, 0.144, 0.128, 0.12, 0.128, 0.136, 0.136, 0.136, 0.12, 0.112, 0.112, 0.12, 0.096, 0.104, 0.088, 0.088, 0.08, 0.088, 0.104, 0.088, 0.096, 0.12, 0.144, 0.136, 0.128, 0.144, 0.152, 0.16, 0.168, 0.176, 0.176, 0.16, 0.176, 0.184, 0.192, 0.184, 0.16, 0.144, 0.152, 0.168, 0.176, 0.176, 0.176, 0.216, 0.256, 0.24, 0.24, 0.248, 0.264, 0.264, 0.264, 0.272, 0.28, 0.28, 0.304, 0.312, 0.328, 0.32, 0.344, 0.36, 0.352, 0.36, 0.392, 0.424, 0.448, 0.44, 0.448, 0.456, 0.456, 0.488, 0.48, 0.504, 0.504, 0.52, 0.52, 0.552, 0.56, 0.56, 0.584, 0.616, 0.632, 0.64, 0.656, 0.68, 0.712, 0.712, 0.72, 0.736, 0.76, 0.76, 0.776, 0.792, 0.816, 0.824, 0.856, 0.88, 0.904, 0.912, 0.944, 0.976, 0.984
