Steps,1000, 2000, 3000, 4000, 5000, 6000, 7000, 8000, 9000, 10000, 11000, 12000, 13000, 14000, 15000, 16000, 17000, 18000, 19000, 20000, 21000, 22000, 23000, 24000, 25000, 26000, 27000, 28000, 29000, 30000, 31000, 32000, 33000, 34000, 35000, 36000, 37000, 38000, 39000, 40000, 41000, 42000, 43000, 44000, 45000, 46000, 47000, 48000, 49000, 50000, 51000, 52000, 53000, 54000, 55000, 56000, 57000, 58000, 59000, 60000, 61000, 62000, 63000, 64000, 65000, 66000, 67000, 68000, 69000, 70000, 71000, 72000, 73000, 74000, 75000, 76000, 77000, 78000, 79000, 80000, 81000, 82000, 83000, 84000, 85000, 86000, 87000, 88000, 89000, 90000, 91000, 92000, 93000, 94000, 95000, 96000, 97000, 98000, 99000, 100000, 101000, 102000, 103000, 104000, 105000, 106000, 107000, 108000, 109000, 110000, 111000, 112000, 113000, 114000, 115000, 116000, 117000, 118000, 119000, 120000, 121000, 122000, 123000, 124000, 125000, 126000, 127000, 128000, 129000, 130000, 131000, 132000, 133000, 134000, 135000, 136000, 137000, 138000, 139000, 140000, 141000, 142000, 143000, 144000, 145000, 146000, 147000, 148000, 149000, 150000, 151000, 152000, 153000, 154000, 155000, 156000, 157000, 158000, 159000, 160000, 161000, 162000, 163000, 164000, 165000, 166000, 167000, 168000, 169000, 170000, 171000, 172000, 173000, 174000, 175000, 176000, 177000, 178000, 179000, 180000, 181000, 182000, 183000, 184000, 185000, 186000, 187000, 188000, 189000, 190000, 191000, 192000, 193000, 194000, 195000, 196000, 197000, 198000, 199000, 200000, 201000, 202000, 203000, 204000, 205000, 206000, 207000, 208000, 209000, 210000, 211000, 212000, 213000, 214000, 215000, 216000, 217000, 218000, 219000, 220000, 221000, 222000, 223000, 224000, 225000, 226000, 227000, 228000, 229000, 230000, 231000, 232000, 233000, 234000, 235000, 236000, 237000, 238000, 239000, 240000, 241000, 242000, 243000, 244000, 245000, 246000, 247000, 248000, 249000, 250000, 251000, 252000, 253000, 254000, 255000, 256000, 257000, 258000, 259000, 260000, 261000, 262000, 263000, 264000, 265000, 266000, 267000, 268000, 269000, 270000, 271000, 272000, 273000, 274000, 275000, 276000, 277000, 278000, 279000, 280000, 281000, 282000, 283000, 284000, 285000, 286000, 287000, 288000, 289000, 290000, 291000, 292000, 293000, 294000, 295000, 296000, 297000, 298000, 299000, 300000, 301000, 302000, 303000, 304000, 305000, 306000, 307000, 308000, 309000, 310000, 311000, 312000, 313000, 314000, 315000, 316000, 317000, 318000, 319000, 320000, 321000, 322000, 323000, 324000, 325000, 326000, 327000, 328000, 329000, 330000, 331000, 332000, 333000, 334000, 335000, 336000, 337000, 338000, 339000, 340000, 341000, 342000, 343000, 344000, 345000, 346000, 347000, 348000, 349000, 350000, 351000, 352000, 353000, 354000, 355000, 356000, 357000, 358000, 359000, 360000, 361000, 362000, 363000, 364000, 365000, 366000, 367000, 368000, 369000, 370000, 371000, 372000, 373000, 374000, 375000, 376000, 377000, 378000, 379000, 380000, 381000, 382000, 383000, 384000, 385000, 386000, 387000, 388000, 389000, 390000, 391000, 392000, 393000, 394000, 395000, 396000, 397000, 398000, 399000, 400000
Times,0.262359, 0.516609, 0.769306, 1.03946, 1.2924, 1.54655, 1.79621, 2.03147, 2.27853, 2.5394, 2.80659, 3.06207, 3.31871, 3.56623, 3.81586, 4.06209, 4.31821, 4.56373, 4.81335, 5.08174, 5.34067, 5.61766, 5.87856, 6.16388, 6.43309, 6.69164, 6.93934, 7.19762, 7.44086, 7.70063, 7.95053, 8.2109, 8.47031, 8.70717, 8.95627, 9.20197, 9.45313, 9.71643, 9.99423, 10.2391, 10.4945, 10.7527, 11.0143, 11.2604, 11.5218, 11.7778, 12.0347, 12.2852, 12.5419, 12.8004, 13.0626, 13.3256, 13.5669, 13.8173, 14.078, 14.331, 14.5802, 14.8408, 15.0768, 15.3343, 15.5889, 15.8277, 16.0745, 16.3416, 16.5953, 16.8362, 17.0925, 17.3453, 17.6025, 17.855, 18.0966, 18.3545, 18.6067, 18.8491, 19.1072, 19.3433, 19.5809, 19.8405, 20.08, 20.328, 20.572, 20.8183, 21.0578, 21.3078, 21.5587, 21.7961, 22.0463, 22.3146, 22.5644, 22.7952, 23.0437, 23.2845, 23.5284, 23.7804, 24.0401, 24.2928, 24.5581, 24.8149, 25.0601, 25.3217, 25.5738, 25.8306, 26.0825, 26.3401, 26.5916, 26.8594, 27.1119, 27.378, 27.6314, 27.8638, 28.1078, 28.3524, 28.5965, 28.8418, 29.1041, 29.3556, 29.6166, 29.8788, 30.1367, 30.3844, 30.6295, 30.8995, 31.1579, 31.4101, 31.6779, 31.9329, 32.1959, 32.4512, 32.7172, 32.9918, 33.2619, 33.5003, 33.7517, 33.9994, 34.2525, 34.4907, 34.7286, 34.9892, 35.2643, 35.5206, 35.7665, 36.018, 36.2747, 36.5286, 36.7987, 37.054, 37.2926, 37.5339, 37.8063, 38.049, 38.3039, 38.5724, 38.8451, 39.1039, 39.3455, 39.5843, 39.8337, 40.077, 40.3377, 40.589, 40.8468, 41.0744, 41.3351, 41.5957, 41.826, 42.0686, 42.3362, 42.5846, 42.8396, 43.1102, 43.3471, 43.5876, 43.8473, 44.126, 44.3934, 44.6465, 44.8925, 45.1451, 45.4089, 45.684, 45.9389, 46.1814, 46.4305, 46.6879, 46.9399, 47.1826, 47.4326, 47.6888, 47.9389, 48.1981, 48.4488, 48.6901, 48.9453, 49.1943, 49.4653, 49.7076, 49.9591, 50.2185, 50.4649, 50.729, 50.991, 51.2418, 51.4883, 51.7385, 51.994, 52.2438, 52.493, 52.7365, 52.982, 53.2322, 53.4831, 53.7242, 53.9812, 54.2547, 54.5109, 54.7663, 54.9979, 55.2296, 55.4842, 55.7498, 56.0063, 56.2718, 56.5335, 56.782, 57.0199, 57.2729, 57.5161, 57.7675, 58.0101, 58.2508, 58.4965, 58.7577, 59.0318, 59.2919, 59.5454, 59.7916, 60.0282, 60.2855, 60.5459, 60.7996, 61.0438, 61.294, 61.5504, 61.8144, 62.0682, 62.3411, 62.6061, 62.8691, 63.1207, 63.3644, 63.6198, 63.8706, 64.1179, 64.373, 64.6186, 64.8705, 65.1318, 65.3803, 65.6385, 65.9128, 66.178, 66.4293, 66.6677, 66.9181, 67.1738, 67.4236, 67.7093, 67.956, 68.2119, 68.4568, 68.7138, 68.9678, 69.2304, 69.4836, 69.7459, 70.0073, 70.2616, 70.5235, 70.8044, 71.0488, 71.3045, 71.5414, 71.7776, 72.0309, 72.2773, 72.5352, 72.7731, 73.0099, 73.2686, 73.5102, 73.7678, 74.0213, 74.2726, 74.535, 74.7795, 75.017, 75.2671, 75.5108, 75.7768, 76.0436, 76.2798, 76.5298, 76.7882, 77.0327, 77.2729, 77.5446, 77.7776, 78.0442, 78.3072, 78.5604, 78.8245, 79.0946, 79.3543, 79.6076, 79.8573, 80.1266, 80.3858, 80.6446, 80.9013, 81.1728, 81.4155, 81.6634, 81.9087, 82.1652, 82.4134, 82.6602, 82.9139, 83.1556, 83.4007, 83.6501, 83.9046, 84.1828, 84.4414, 84.6902, 84.9416, 85.2037, 85.4562, 85.7135, 85.9651, 86.2036, 86.457, 86.7019, 86.9526, 87.2078, 87.4523, 87.716, 87.9721, 88.2206, 88.4641, 88.7102, 88.9533, 89.2354, 89.4885, 89.7334, 89.9875, 90.2548, 90.5007, 90.7709, 91.0271, 91.2776, 91.5102, 91.7671, 92.0286, 92.2773, 92.5233, 92.7915, 93.0393, 93.2844, 93.5369, 93.7921, 94.0672, 94.3196, 94.5837, 94.8172, 95.0701, 95.3303, 95.5803, 95.8663, 96.1318, 96.4035, 96.6544, 96.9075, 97.1618, 97.4064, 97.6716, 97.9358, 98.1717, 98.4175, 98.6648, 98.9197, 99.1724, 99.4172, 99.6636, 99.9213, 100.192, 100.456, 100.707, 100.97, 101.231, 101.493
<Sz>,0.0078125, 0.015625, 0.015625, 0.0078125, 0.0078125, 0.015625, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0, 0.015625, 0.0390625, 0.03125, 0, 0.0078125, 0.0546875, 0.0078125, 0.03125, 0.03125, 0.015625, 0.015625, 0.0078125, 0.03125, 0.0078125, 0.0078125, 0.0234375, 0.0078125, 0, 0.015625, 0.0078125, 0, 0, 0.0234375, 0.03125, 0, 0.0078125, 0, 0.015625, 0, 0.0078125, 0.015625, 0.0234375, 0.0078125, 0.0234375, 0.0234375, 0.015625, 0, 0.0234375, 0.0078125, 0.0234375, 0, 0.0234375, 0.015625, 0.015625, 0.0078125, 0.015625, 0, 0, 0.0078125, 0, 0.03125, 0.0234375, 0.0234375, 0.015625, 0.015625, 0.03125, 0, 0.015625, 0, 0.0078125, 0.03125, 0.0078125, 0.0078125, 0.0234375, 0.03125, 0.0078125, 0.0078125, 0.015625, 0.015625, 0.015625, 0.0078125, 0, 0.015625, 0.0078125, 0.015625, 0.0078125, 0.0078125, 0, 0.015625, 0.0078125, 0.0234375, 0.0390625, 0.0078125, 0.015625, 0.015625, 0, 0.0234375, 0.03125, 0.0078125, 0.0078125, 0.0234375, 0.015625, 0.0078125, 0.015625, 0.0078125, 0.0078125, 0.0234375, 0.0234375, 0.015625, 0.0390625, 0, 0.0546875, 0, 0.0078125, 0.03125, 0, 0.0078125, 0, 0, 0.0234375, 0.0078125, 0.015625, 0, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0.0078125, 0, 0.0078125, 0.0078125, 0, 0.0078125, 0, 0.03125, 0, 0.015625, 0.015625, 0, 0.0390625, 0, 0.0078125, 0.03125, 0.015625, 0, 0, 0.0078125, 0.046875, 0.015625, 0.0234375, 0.0078125, 0.0234375, 0, 0, 0, 0.0234375, 0.015625, 0.015625, 0.015625, 0.0078125, 0.0234375, 0.03125, 0.015625, 0.015625, 0.0390625, 0.03125, 0, 0.015625, 0, 0, 0.015625, 0.0078125, 0.0078125, 0.0390625, 0.0078125, 0.03125, 0.015625, 0, 0.0078125, 0.03125, 0, 0.015625, 0.0234375, 0.0078125, 0, 0, 0.0078125, 0.0078125, 0.015625, 0.015625, 0.03125, 0.0390625, 0.0234375, 0.0234375, 0.0234375, 0, 0, 0, 0.0546875, 0.015625, 0.0234375, 0, 0.015625, 0.0390625, 0.0078125, 0.0078125, 0, 0.0234375, 0, 0, 0.03125, 0.015625, 0, 0.015625, 0, 0.0234375, 0.0390625, 0.0078125, 0.0234375, 0.0078125, 0.015625, 0.015625, 0.0078125, 0.03125, 0.0078125, 0.0234375, 0.0078125, 0.015625, 0, 0.015625, 0.015625, 0, 0.015625, 0.0078125, 0.0234375, 0.015625, 0.015625, 0.015625, 0, 0, 0.0078125, 0.015625, 0.046875, 0.015625, 0.046875, 0.015625, 0.015625, 0.0078125, 0.03125, 0.0078125, 0, 0.015625, 0.0234375, 0.0078125, 0.015625, 0.0234375, 0, 0.046875, 0.0234375, 0, 0.0078125, 0.015625, 0.015625, 0, 0.0234375, 0.03125, 0.015625, 0, 0, 0.0078125, 0.0234375, 0, 0.0234375, 0.0078125, 0.0234375, 0.0078125, 0.0078125, 0.0234375, 0.0078125, 0.0078125, 0.0234375, 0, 0, 0.015625, 0.0078125, 0.015625, 0.0390625, 0, 0.0234375, 0.0078125, 0.015625, 0.0078125, 0.0078125, 0.03125, 0.03125, 0.0078125, 0.0234375, 0.03125, 0.0390625, 0, 0.015625, 0, 0.0390625, 0, 0.015625, 0.0234375, 0, 0, 0, 0.0078125, 0, 0.03125, 0.0078125, 0.0078125, 0.0078125, 0.0234375, 0, 0.015625, 0, 0.0078125, 0, 0.015625, 0.0234375, 0, 0.0078125, 0.0078125, 0.015625, 0.0390625, 0.0078125, 0, 0.0234375, 0.0078125, 0, 0.0234375, 0.015625, 0.046875, 0.0078125, 0.015625, 0, 0.0078125, 0.0234375, 0.0546875, 0, 0.0078125, 0.0234375, 0, 0, 0, 0.03125, 0, 0.03125, 0.0234375, 0.0078125, 0.015625, 0.015625, 0.03125, 0.015625, 0.03125, 0.03125, 0.015625, 0.0234375, 0.0078125, 0.046875, 0.015625, 0.0078125, 0.0234375, 0.015625, 0.0234375, 0.03125, 0, 0, 0.0234375, 0.015625, 0.03125, 0.0078125, 0.0078125, 0.03125, 0.0078125, 0.0078125, 0, 0.0078125, 0.046875, 0.015625, 0.0078125, 0.0078125, 0.0234375, 0.03125, 0.0078125, 0.0546875, 0.0078125, 0.0234375, 0.0078125, 0.0234375, 0.0078125, 0.03125, 0.0078125, 0, 0.015625, 0
<Sx>,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
