Steps,1000, 2000, 3000, 4000, 5000, 6000, 7000, 8000, 9000, 10000, 11000, 12000, 13000, 14000, 15000, 16000, 17000, 18000, 19000, 20000, 21000, 22000, 23000, 24000, 25000, 26000, 27000, 28000, 29000, 30000, 31000, 32000, 33000, 34000, 35000, 36000, 37000, 38000, 39000, 40000, 41000, 42000, 43000, 44000, 45000, 46000, 47000, 48000, 49000, 50000, 51000, 52000, 53000, 54000, 55000, 56000, 57000, 58000, 59000, 60000, 61000, 62000, 63000, 64000, 65000, 66000, 67000, 68000, 69000, 70000, 71000, 72000, 73000, 74000, 75000, 76000, 77000, 78000, 79000, 80000, 81000, 82000, 83000, 84000, 85000, 86000, 87000, 88000, 89000, 90000, 91000, 92000, 93000, 94000, 95000, 96000, 97000, 98000, 99000, 100000, 101000, 102000, 103000, 104000, 105000, 106000, 107000, 108000, 109000, 110000, 111000, 112000, 113000, 114000, 115000, 116000, 117000, 118000, 119000, 120000, 121000, 122000, 123000, 124000, 125000, 126000, 127000, 128000, 129000, 130000, 131000, 132000, 133000, 134000, 135000, 136000, 137000, 138000, 139000, 140000, 141000, 142000, 143000, 144000, 145000, 146000, 147000, 148000, 149000, 150000, 151000, 152000, 153000, 154000, 155000, 156000, 157000, 158000, 159000, 160000, 161000, 162000, 163000, 164000, 165000, 166000, 167000, 168000, 169000, 170000, 171000, 172000, 173000, 174000, 175000, 176000, 177000, 178000, 179000, 180000, 181000, 182000, 183000, 184000, 185000, 186000, 187000, 188000, 189000, 190000, 191000, 192000, 193000, 194000, 195000, 196000, 197000, 198000, 199000, 200000, 201000, 202000, 203000, 204000, 205000, 206000, 207000, 208000, 209000, 210000, 211000, 212000, 213000, 214000, 215000, 216000, 217000, 218000, 219000, 220000, 221000, 222000, 223000, 224000, 225000, 226000, 227000, 228000, 229000, 230000, 231000, 232000, 233000, 234000, 235000, 236000, 237000, 238000, 239000, 240000, 241000, 242000, 243000, 244000, 245000, 246000, 247000, 248000, 249000, 250000, 251000, 252000, 253000, 254000, 255000, 256000, 257000, 258000, 259000, 260000, 261000, 262000, 263000, 264000, 265000, 266000, 267000, 268000, 269000, 270000, 271000, 272000, 273000, 274000, 275000, 276000, 277000, 278000, 279000, 280000, 281000, 282000, 283000, 284000, 285000, 286000, 287000, 288000, 289000, 290000, 291000, 292000, 293000, 294000, 295000, 296000, 297000, 298000, 299000, 300000, 301000, 302000, 303000, 304000, 305000, 306000, 307000, 308000, 309000, 310000, 311000, 312000, 313000, 314000, 315000, 316000, 317000, 318000, 319000, 320000, 321000, 322000, 323000, 324000, 325000, 326000, 327000, 328000, 329000, 330000, 331000, 332000, 333000, 334000, 335000, 336000, 337000, 338000, 339000, 340000, 341000, 342000, 343000, 344000, 345000, 346000, 347000, 348000, 349000, 350000, 351000, 352000, 353000, 354000, 355000, 356000, 357000, 358000, 359000, 360000, 361000, 362000, 363000, 364000, 365000, 366000, 367000, 368000, 369000, 370000, 371000, 372000, 373000, 374000, 375000, 376000, 377000, 378000, 379000, 380000, 381000, 382000, 383000, 384000, 385000, 386000, 387000, 388000, 389000, 390000, 391000, 392000, 393000, 394000, 395000, 396000, 397000, 398000, 399000, 400000, 401000, 402000, 403000, 404000, 405000, 406000, 407000, 408000, 409000, 410000, 411000, 412000, 413000, 414000, 415000, 416000, 417000, 418000, 419000, 420000, 421000, 422000, 423000, 424000, 425000, 426000, 427000, 428000, 429000, 430000, 431000, 432000, 433000, 434000, 435000, 436000, 437000, 438000, 439000, 440000, 441000, 442000, 443000, 444000, 445000, 446000, 447000, 448000, 449000, 450000, 451000, 452000, 453000, 454000, 455000, 456000, 457000, 458000, 459000, 460000, 461000, 462000, 463000, 464000, 465000, 466000, 467000, 468000, 469000, 470000, 471000, 472000, 473000, 474000, 475000, 476000, 477000, 478000, 479000, 480000, 481000, 482000, 483000, 484000, 485000, 486000, 487000, 488000, 489000, 490000, 491000, 492000, 493000, 494000, 495000, 496000, 497000, 498000, 499000, 500000, 501000, 502000, 503000, 504000, 505000, 506000, 507000, 508000, 509000, 510000, 511000, 512000, 513000, 514000, 515000, 516000, 517000, 518000, 519000, 520000, 521000, 522000, 523000, 524000, 525000, 526000, 527000, 528000, 529000, 530000, 531000, 532000, 533000, 534000, 535000, 536000, 537000, 538000, 539000, 540000, 541000, 542000, 543000, 544000, 545000, 546000, 547000, 548000, 549000, 550000, 551000, 552000, 553000, 554000, 555000, 556000, 557000, 558000, 559000, 560000, 561000, 562000, 563000, 564000, 565000, 566000, 567000, 568000, 569000, 570000, 571000, 572000, 573000, 574000, 575000, 576000, 577000, 578000, 579000, 580000, 581000, 582000, 583000, 584000, 585000, 586000, 587000, 588000, 589000, 590000, 591000, 592000, 593000, 594000, 595000, 596000, 597000, 598000, 599000, 600000, 601000, 602000, 603000, 604000, 605000, 606000, 607000, 608000, 609000, 610000, 611000, 612000, 613000, 614000, 615000, 616000, 617000, 618000, 619000, 620000, 621000, 622000, 623000, 624000, 625000, 626000, 627000, 628000, 629000, 630000, 631000, 632000, 633000, 634000, 635000, 636000, 637000, 638000, 639000, 640000, 641000, 642000, 643000, 644000, 645000, 646000, 647000, 648000, 649000, 650000, 651000, 652000, 653000, 654000, 655000, 656000, 657000, 658000, 659000, 660000, 661000, 662000, 663000, 664000, 665000, 666000, 667000, 668000, 669000, 670000, 671000, 672000, 673000, 674000, 675000, 676000, 677000, 678000, 679000, 680000, 681000, 682000, 683000, 684000, 685000, 686000, 687000, 688000, 689000, 690000, 691000, 692000, 693000, 694000, 695000, 696000, 697000, 698000, 699000, 700000, 701000, 702000, 703000, 704000, 705000, 706000, 707000, 708000, 709000, 710000, 711000, 712000, 713000, 714000, 715000, 716000, 717000, 718000, 719000, 720000, 721000, 722000, 723000, 724000, 725000, 726000, 727000, 728000, 729000, 730000, 731000, 732000, 733000, 734000, 735000, 736000, 737000, 738000, 739000, 740000, 741000, 742000, 743000, 744000, 745000, 746000, 747000, 748000, 749000, 750000, 751000, 752000, 753000, 754000, 755000, 756000, 757000, 758000, 759000, 760000, 761000, 762000, 763000, 764000, 765000, 766000, 767000, 768000, 769000, 770000, 771000, 772000, 773000, 774000, 775000, 776000, 777000, 778000, 779000, 780000, 781000, 782000, 783000, 784000, 785000, 786000, 787000, 788000, 789000, 790000, 791000, 792000, 793000, 794000, 795000, 796000, 797000, 798000, 799000, 800000, 801000, 802000, 803000, 804000, 805000, 806000, 807000, 808000, 809000, 810000, 811000, 812000, 813000, 814000, 815000, 816000, 817000, 818000, 819000, 820000, 821000, 822000, 823000, 824000, 825000, 826000, 827000, 828000, 829000, 830000, 831000, 832000, 833000, 834000, 835000, 836000, 837000, 838000, 839000, 840000, 841000, 842000, 843000, 844000, 845000, 846000, 847000, 848000, 849000, 850000, 851000, 852000, 853000, 854000, 855000, 856000, 857000, 858000, 859000, 860000, 861000, 862000, 863000, 864000, 865000, 866000, 867000, 868000, 869000, 870000, 871000, 872000, 873000, 874000, 875000, 876000, 877000, 878000, 879000, 880000, 881000, 882000, 883000, 884000, 885000, 886000, 887000, 888000, 889000, 890000, 891000, 892000, 893000, 894000, 895000, 896000, 897000, 898000, 899000, 900000, 901000, 902000, 903000, 904000, 905000, 906000, 907000, 908000, 909000, 910000, 911000, 912000, 913000, 914000, 915000, 916000, 917000, 918000, 919000, 920000, 921000, 922000, 923000, 924000, 925000, 926000, 927000, 928000, 929000, 930000, 931000, 932000, 933000, 934000, 935000, 936000, 937000, 938000, 939000, 940000, 941000, 942000, 943000, 944000, 945000, 946000, 947000, 948000, 949000, 950000, 951000, 952000, 953000, 954000, 955000, 956000, 957000, 958000, 959000, 960000, 961000, 962000, 963000, 964000, 965000, 966000, 967000, 968000, 969000, 970000, 971000, 972000, 973000, 974000, 975000, 976000, 977000, 978000, 979000, 980000, 981000, 982000, 983000, 984000, 985000, 986000, 987000, 988000, 989000, 990000, 991000, 992000, 993000, 994000, 995000, 996000, 997000, 998000, 999000, 1000000
Times,0.301664, 0.605646, 0.914827, 1.24221, 1.54618, 1.89028, 2.20903, 2.51606, 2.82467, 3.13955, 3.48208, 3.80615, 4.10077, 4.41322, 4.71971, 5.02301, 5.34716, 5.69659, 6.02795, 6.38751, 6.72707, 7.03774, 7.38001, 7.7039, 8.015, 8.3298, 8.6748, 9.02337, 9.34143, 9.64284, 9.95942, 10.2666, 10.5519, 10.8709, 11.1895, 11.5195, 11.8129, 12.1392, 12.4484, 12.7811, 13.0971, 13.3965, 13.7295, 14.0178, 14.3591, 14.6684, 14.9729, 15.2621, 15.5844, 15.9274, 16.2651, 16.6159, 16.9421, 17.2705, 17.6058, 17.959, 18.3016, 18.6336, 18.9442, 19.2682, 19.5688, 19.8857, 20.1767, 20.4968, 20.8265, 21.1656, 21.4945, 21.8147, 22.1361, 22.4476, 22.7482, 23.0654, 23.3899, 23.7089, 24.0549, 24.3878, 24.6962, 25.0242, 25.3636, 25.6905, 26.023, 26.3399, 26.6411, 26.9382, 27.2288, 27.5443, 27.8659, 28.1885, 28.5187, 28.8366, 29.1473, 29.471, 29.8399, 30.1854, 30.5183, 30.8245, 31.1458, 31.4555, 31.7677, 32.0935, 32.4425, 32.7712, 33.0965, 33.3928, 33.7161, 34.0174, 34.3231, 34.6415, 34.9714, 35.2704, 35.5891, 35.889, 36.2054, 36.5173, 36.8553, 37.2111, 37.5366, 37.8547, 38.1585, 38.4569, 38.7795, 39.1377, 39.4378, 39.7615, 40.1115, 40.4378, 40.7669, 41.1106, 41.4149, 41.7121, 41.9996, 42.3116, 42.6117, 42.8997, 43.2296, 43.5456, 43.8348, 44.1519, 44.4885, 44.8006, 45.1104, 45.41, 45.7205, 46.0418, 46.3379, 46.6577, 46.9763, 47.3079, 47.6452, 47.9846, 48.304, 48.633, 48.9928, 49.3419, 49.6421, 49.9587, 50.2776, 50.6055, 50.9322, 51.2609, 51.6055, 51.9314, 52.2651, 52.5663, 52.886, 53.2074, 53.5078, 53.8137, 54.1509, 54.4611, 54.7961, 55.1294, 55.445, 55.7506, 56.0824, 56.4152, 56.7605, 57.1036, 57.4166, 57.7269, 58.0382, 58.3694, 58.7013, 59.0067, 59.3326, 59.6454, 59.9441, 60.2808, 60.6339, 60.9545, 61.2711, 61.5741, 61.8883, 62.1805, 62.482, 62.7868, 63.1238, 63.4606, 63.8147, 64.1448, 64.5186, 64.8584, 65.1896, 65.5163, 65.8576, 66.1772, 66.4781, 66.802, 67.1228, 67.4567, 67.7951, 68.1129, 68.4384, 68.7354, 69.0673, 69.389, 69.7174, 70.0509, 70.4013, 70.7193, 71.014, 71.3403, 71.6608, 72.0146, 72.3247, 72.6295, 72.9766, 73.2748, 73.5969, 73.9187, 74.2523, 74.5916, 74.9262, 75.2669, 75.5879, 75.9115, 76.2271, 76.5546, 76.8747, 77.1901, 77.5319, 77.8251, 78.1405, 78.4635, 78.7905, 79.0929, 79.4101, 79.7127, 80.0431, 80.3576, 80.6639, 80.9947, 81.3308, 81.6543, 81.9693, 82.2857, 82.6021, 82.9196, 83.2486, 83.5748, 83.8734, 84.2116, 84.5342, 84.8614, 85.1803, 85.4974, 85.8002, 86.1013, 86.4333, 86.7582, 87.0699, 87.3768, 87.6987, 88.0423, 88.3644, 88.6701, 88.986, 89.2982, 89.6156, 89.9277, 90.2601, 90.6, 90.9454, 91.2777, 91.6201, 91.9471, 92.2748, 92.6038, 92.9128, 93.2362, 93.5392, 93.849, 94.1574, 94.4986, 94.8155, 95.1416, 95.474, 95.8225, 96.1338, 96.4541, 96.7771, 97.1063, 97.4235, 97.7416, 98.0769, 98.3714, 98.6883, 99.0241, 99.363, 99.708, 100.01, 100.317, 100.64, 100.989, 101.28, 101.628, 101.947, 102.284, 102.599, 102.911, 103.214, 103.549, 103.864, 104.213, 104.549, 104.877, 105.206, 105.518, 105.834, 106.176, 106.485, 106.772, 107.102, 107.426, 107.743, 108.063, 108.414, 108.78, 109.107, 109.431, 109.741, 110.07, 110.404, 110.717, 111.051, 111.352, 111.674, 111.992, 112.291, 112.615, 112.936, 113.268, 113.583, 113.903, 114.263, 114.567, 114.879, 115.207, 115.531, 115.86, 116.188, 116.513, 116.828, 117.136, 117.446, 117.767, 118.089, 118.425, 118.743, 119.078, 119.408, 119.744, 120.07, 120.402, 120.717, 121.046, 121.372, 121.693, 122.001, 122.329, 122.671, 123.001, 123.344, 123.646, 123.954, 124.273, 124.559, 124.856, 125.173, 125.502, 125.82, 126.135, 126.46, 126.775, 127.106, 127.422, 127.766, 128.095, 128.428, 128.726, 129.04, 129.352, 129.644, 129.962, 130.276, 130.608, 130.92, 131.266, 131.601, 131.936, 132.269, 132.585, 132.895, 133.219, 133.543, 133.849, 134.158, 134.468, 134.82, 135.143, 135.491, 135.792, 136.123, 136.428, 136.755, 137.067, 137.366, 137.664, 138.012, 138.34, 138.654, 138.982, 139.326, 139.66, 139.98, 140.294, 140.604, 140.962, 141.287, 141.611, 141.95, 142.261, 142.584, 142.912, 143.241, 143.58, 143.897, 144.228, 144.537, 144.859, 145.186, 145.527, 145.883, 146.205, 146.555, 146.889, 147.231, 147.567, 147.933, 148.243, 148.572, 148.901, 149.232, 149.522, 149.84, 150.175, 150.48, 150.822, 151.138, 151.473, 151.812, 152.148, 152.462, 152.798, 153.11, 153.427, 153.738, 154.098, 154.404, 154.711, 155.011, 155.307, 155.651, 155.987, 156.335, 156.669, 156.994, 157.316, 157.683, 158.025, 158.345, 158.678, 158.98, 159.311, 159.652, 159.973, 160.273, 160.58, 160.917, 161.218, 161.54, 161.867, 162.203, 162.533, 162.88, 163.22, 163.523, 163.833, 164.17, 164.482, 164.805, 165.113, 165.443, 165.773, 166.111, 166.423, 166.746, 167.066, 167.381, 167.69, 167.996, 168.3, 168.622, 168.955, 169.27, 169.6, 169.916, 170.235, 170.556, 170.864, 171.176, 171.51, 171.801, 172.125, 172.442, 172.785, 173.152, 173.456, 173.758, 174.09, 174.42, 174.731, 175.052, 175.354, 175.704, 176.002, 176.287, 176.594, 176.924, 177.242, 177.558, 177.882, 178.189, 178.512, 178.818, 179.129, 179.438, 179.768, 180.097, 180.432, 180.769, 181.091, 181.413, 181.715, 182.02, 182.339, 182.679, 183.026, 183.343, 183.661, 183.976, 184.289, 184.591, 184.909, 185.226, 185.558, 185.885, 186.198, 186.518, 186.86, 187.176, 187.488, 187.805, 188.148, 188.471, 188.792, 189.082, 189.401, 189.743, 190.051, 190.369, 190.657, 190.991, 191.315, 191.656, 191.982, 192.327, 192.641, 192.985, 193.31, 193.656, 193.968, 194.262, 194.589, 194.928, 195.251, 195.587, 195.931, 196.248, 196.572, 196.887, 197.207, 197.529, 197.85, 198.19, 198.515, 198.836, 199.154, 199.504, 199.823, 200.124, 200.436, 200.751, 201.09, 201.401, 201.739, 202.076, 202.393, 202.709, 203.03, 203.338, 203.641, 203.938, 204.263, 204.59, 204.905, 205.215, 205.534, 205.838, 206.167, 206.484, 206.82, 207.139, 207.441, 207.789, 208.091, 208.408, 208.761, 209.1, 209.442, 209.787, 210.112, 210.441, 210.757, 211.077, 211.423, 211.749, 212.068, 212.395, 212.746, 213.051, 213.37, 213.722, 214.029, 214.36, 214.687, 215.014, 215.32, 215.64, 215.952, 216.259, 216.557, 216.891, 217.209, 217.533, 217.83, 218.133, 218.48, 218.785, 219.087, 219.41, 219.699, 220.029, 220.347, 220.677, 221.02, 221.352, 221.655, 221.997, 222.344, 222.654, 222.975, 223.287, 223.622, 223.957, 224.3, 224.651, 224.986, 225.301, 225.585, 225.926, 226.253, 226.563, 226.878, 227.202, 227.526, 227.836, 228.159, 228.504, 228.836, 229.159, 229.49, 229.839, 230.168, 230.489, 230.808, 231.13, 231.446, 231.782, 232.101, 232.415, 232.733, 233.063, 233.391, 233.712, 234.031, 234.335, 234.664, 234.975, 235.298, 235.629, 235.968, 236.309, 236.633, 236.956, 237.283, 237.605, 237.923, 238.254, 238.575, 238.914, 239.258, 239.575, 239.89, 240.198, 240.536, 240.864, 241.185, 241.507, 241.829, 242.136, 242.475, 242.802, 243.117, 243.438, 243.754, 244.068, 244.409, 244.732, 245.068, 245.387, 245.725, 246.053, 246.372, 246.687, 246.995, 247.279, 247.611, 247.91, 248.222, 248.564, 248.892, 249.213, 249.541, 249.874, 250.206, 250.528, 250.882, 251.231, 251.553, 251.88, 252.196, 252.528, 252.867, 253.212, 253.526, 253.841, 254.178, 254.49, 254.804, 255.132, 255.459, 255.771, 256.106, 256.427, 256.746, 257.059, 257.392, 257.71, 258.007, 258.352, 258.64, 258.937, 259.267, 259.609, 259.935, 260.263, 260.595, 260.917, 261.257, 261.557, 261.88, 262.192, 262.5, 262.832, 263.154, 263.514, 263.855, 264.155, 264.475, 264.794, 265.103, 265.452, 265.749, 266.056, 266.423, 266.76, 267.091, 267.418, 267.734, 268.04, 268.36, 268.671, 268.979, 269.294, 269.629, 269.96, 270.268, 270.609, 270.915, 271.229, 271.518, 271.847, 272.146, 272.44, 272.754, 273.071, 273.405, 273.705, 274.008, 274.356, 274.704, 275.046, 275.378, 275.701, 276.021, 276.335, 276.661, 276.978, 277.316, 277.644, 277.949, 278.248, 278.556, 278.879, 279.204, 279.494, 279.825, 280.167, 280.464, 280.773, 281.146, 281.476, 281.78, 282.082, 282.41, 282.725, 283.031, 283.348, 283.638, 283.942, 284.271, 284.612, 284.924, 285.237, 285.537, 285.851, 286.176, 286.519, 286.818, 287.117, 287.429, 287.745, 288.065, 288.398, 288.731, 289.056, 289.402, 289.737, 290.088, 290.429, 290.756, 291.091, 291.41, 291.776, 292.093, 292.448, 292.761, 293.079, 293.399, 293.725, 294.037, 294.357, 294.679, 294.998, 295.311, 295.637, 295.982, 296.296, 296.61, 296.947, 297.255, 297.571, 297.887, 298.22, 298.567, 298.888, 299.194, 299.53, 299.853, 300.178, 300.504, 300.817, 301.138, 301.469, 301.801, 302.099, 302.443, 302.753, 303.074, 303.432, 303.755, 304.088, 304.396, 304.718, 305.059, 305.411, 305.705, 306.022, 306.33, 306.663, 306.988, 307.314, 307.628, 307.949, 308.283, 308.611, 308.937, 309.269, 309.605, 309.939, 310.265, 310.582, 310.901, 311.215, 311.54, 311.87, 312.204, 312.522, 312.831, 313.184, 313.496, 313.811, 314.108, 314.44, 314.725, 315.02, 315.341, 315.675, 316.04, 316.388, 316.73, 317.052, 317.371, 317.707, 318.051, 318.405, 318.745, 319.084, 319.393, 319.738, 320.042, 320.338, 320.656, 320.998, 321.305, 321.64, 321.953, 322.256, 322.566
