name, average, error
steps,19797.5,3710.03
times,739.549,138.14
sx,0.05212,0.00672268
sz,0.94788,0.00672268
mag,0.718376,0.0316656
mag2,0.92128,0.00859971
mag4,0.890762,0.010793
cluster size,895.644,19.0438
corr_x,1
corr_t,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.992, 0.984, 0.984, 0.984, 0.984, 0.984, 0.984, 0.984, 0.984, 0.984, 0.984, 0.984, 0.984, 0.984, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.968, 0.968, 0.968, 0.968, 0.968, 0.968, 0.968, 0.968, 0.968, 0.968, 0.96, 0.96, 0.952, 0.952, 0.952, 0.944, 0.944, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.928, 0.936, 0.936, 0.936, 0.944, 0.944, 0.944, 0.944, 0.952, 0.952, 0.944, 0.944, 0.944, 0.936, 0.928, 0.928, 0.928, 0.928, 0.936, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.928, 0.928, 0.92, 0.92, 0.92, 0.936, 0.936, 0.936, 0.944, 0.944, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.952, 0.952, 0.952, 0.952, 0.952, 0.952, 0.952, 0.96, 0.96, 0.96, 0.96, 0.952, 0.952, 0.952, 0.952, 0.952, 0.952, 0.952, 0.952, 0.952, 0.944, 0.944, 0.944, 0.944, 0.952, 0.952, 0.952, 0.944, 0.944, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.936, 0.928, 0.928, 0.928, 0.936, 0.936, 0.936, 0.944, 0.952, 0.952, 0.952, 0.952, 0.952, 0.952, 0.952, 0.952, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.936, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.928, 0.92, 0.912, 0.912, 0.912, 0.912, 0.92, 0.92, 0.912, 0.92, 0.92, 0.912, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.912, 0.92, 0.92, 0.92, 0.912, 0.912, 0.912, 0.92, 0.912, 0.912, 0.912, 0.912, 0.912, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.912, 0.912, 0.912, 0.912, 0.912, 0.912, 0.904, 0.904, 0.904, 0.896, 0.896, 0.904, 0.904, 0.904, 0.904, 0.904, 0.904, 0.904, 0.904, 0.912, 0.904, 0.896, 0.896, 0.888, 0.888, 0.888, 0.888, 0.888, 0.888, 0.888, 0.896, 0.896, 0.896, 0.896, 0.896, 0.896, 0.896, 0.896, 0.896, 0.896, 0.896, 0.896, 0.896, 0.896, 0.904, 0.904, 0.904, 0.904, 0.904, 0.904, 0.904, 0.904, 0.904, 0.904, 0.904, 0.904, 0.904, 0.904, 0.904, 0.904, 0.912, 0.912, 0.904, 0.912, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.928, 0.928, 0.928, 0.928, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.936, 0.936, 0.936, 0.928, 0.928, 0.92, 0.928, 0.928, 0.928, 0.928, 0.92, 0.92, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.928, 0.928, 0.912, 0.92, 0.928, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.928, 0.92, 0.92, 0.928, 0.928, 0.928, 0.936, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.936, 0.936, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.936, 0.936, 0.936, 0.936, 0.936, 0.928, 0.92, 0.92, 0.92, 0.92, 0.92, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.912, 0.912, 0.912, 0.912, 0.904, 0.904, 0.904, 0.904, 0.904, 0.904, 0.912, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.912, 0.912, 0.912, 0.912, 0.912, 0.912, 0.912, 0.912, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.92, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.936, 0.936, 0.936, 0.936, 0.928, 0.928, 0.928, 0.928, 0.928, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.952, 0.952, 0.952, 0.952, 0.952, 0.952, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.936, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.928, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.944, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.944, 0.944, 0.944, 0.944, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.936, 0.944, 0.944, 0.944, 0.944, 0.952, 0.952, 0.952, 0.952, 0.952, 0.952, 0.952, 0.952, 0.952, 0.952, 0.952, 0.944, 0.944, 0.944, 0.944, 0.944, 0.952, 0.952, 0.952, 0.952, 0.952, 0.96, 0.96, 0.968, 0.968, 0.968, 0.968, 0.968, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.984, 0.984, 0.984, 0.984, 0.984, 0.984, 0.984, 0.984, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.984, 0.984, 0.984, 0.984, 0.984, 0.984, 0.984, 0.984, 0.984, 0.984, 0.984, 0.984, 0.984, 0.984, 0.984, 0.976, 0.976, 0.976, 0.968, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.976, 0.984, 0.984, 0.984, 0.984, 0.984, 0.984, 0.984, 0.984, 0.992, 0.992, 0.992, 1, 1, 1, 1, 1, 1, 1, 0.992, 1
