name, average, error
steps,19797.5,3710.03
times,5.32184,0.988871
sx,0.97388,0.00255141
sz,0.02612,0.00255141
mag,0.0074,0.00501551
mag2,0.00111925,0.000205777
mag4,3.77174e-06,1.16613e-06
cluster size,1,0
corr_x,1
corr_t,1, 0.08, 0.12, 0.072, -0.024, 0.024, 0.032, -0.36, -0.096, 0.088, 0, 0.04, -0.064, 0.112, 0.024, -0.072, -0.12, 0.176, -0.048, -0.12, 0.184, 0.112, -0.096, 0.008, 0.032, 0.008, -0.04, 0.04, 0.008, -0.064, 0.056, 0.04, -0.04, 0.128, -0.032, 0.072, -0.016, -0.2, 0.2, -0.088, 0.136, -0.12, -0.12, 0.032, -0.208, 0.016, -0.128, 0.088, 0.152, -0.016, -0.04, -0.032, -0.152, 0.104, -0.168, 0.08, -0.08, 0.064, -0.112, -0.008, 0.128, 0.096, -0.064, -0.064, -0.152, 0.064, 0.008, -0.048, -0.056, -0.072, -0.12, 0.008, -0.128, 0.008, 0.168, 0.168, -0.008, -0.104, 0.128, -0.176, -0.256, 0, -0.104, 0.144, 0.016, 0.296, -0.024, 0.088, 0, 0.088, 0.128, 0.072, 0.208, 0.088, 0.128, 0.088, -0.104, 0.072, 0.056, 0.056, -0.088, 0.008, -0.28, -0.016, 0.064, 0.08, -0.04, 0.016, 0.04, -0.016, -0.248, 0.112, -0.192, 0.136, 0.096, 0.008, 0.04, 0.048, 0.16, -0.056, -0.072, -0.112, -0.064, -0.016, 0.04, 0.032, 0.04, -0.12, -0.176, 0.192, -0.224, 0.024, 0.064, 0.12, -0.128, -0.056, 0.048, 0.192, -0.024, 0.096, -0.056, 0.072, 0.136, -0.048, -0.008, 0.064, 0.032, 0.16, 0.136, -0.024, 0.016, -0.016, 0.104, -0.04, 0.04, 0.072, -0.184, 0.04, -0.168, 0.088, -0.048, 0.136, 0.288, 0.096, 0.104, 0.016, -0.088, 0.016, 0.024, 0.04, 0.08, -0.232, -0.048, -0.032, 0.12, -0.024, 0.04, 0.064, 0.056, 0.056, -0.032, -0.072, -0.048, 0.112, 0.008, 0.016, -0.032, 0.056, -0.12, -0.112, -0.024, 0.048, 0.096, 0.024, 0, 0.072, 0.056, 0.016, -0.096, 0.024, -0.072, -0.016, 0.064, 0.128, 0.216, 0.016, 0.032, -0.08, 0.008, -0.072, -0.024, -0.12, 0.128, -0.056, 0.032, -0.112, 0.008, -0.144, -0.048, -0.088, 0.072, 0.04, 0.016, -0.048, -0.016, -0.224, 0.072, -0.088, -0.128, -0.128, -0.016, 0.096, -0.008, 0.096, -0.032, -0.088, -0.232, 0.136, 0.144, 0.104, 0.088, 0.184, 0.048, -0.04, -0.16, 0.048, 0.032, 0.04, -0.168, -0.208, -0.016, 0.28, 0.064, -0.168, 0.088, -0.176, 0.16, 0.24, 0.072, -0.208, -0.072, 0.064, 0.144, -0.072, 0.04, 0.056, -0.24, -0.144, -0.088, -0.128, 0.072, 0.096, 0.12, -0.08, -0.016, 0.128, -0.048, 0.152, 0.072, -0.048, 0.112, 0.152, -0.152, 0.112, 0.032, 0.256, -0.008, 0.032, -0.24, -0.136, -0.016, -0.104, -0.144, -0.008, -0.024, 0.24, 0.016, -0.168, -0.032, 0.048, 0.112, 0.048, -0.008, -0.304, -0.152, -0.264, -0.152, 0, -0.016, 0.176, 0.184, -0.032, 0.12, 0.192, 0.224, -0.088, 0.152, -0.176, 0.096, 0, 0.048, 0.032, 0.008, 0.008, 0.096, -0.016, -0.16, -0.128, -0.152, -0.056, 0.192, 0.032, -0.024, -0.096, 0.112, 0.056, -0.064, -0.032, -0.024, 0.096, 0.064, -0.28, 0.128, -0.2, 0, -0.104, 0.04, 0.168, -0.008, 0.024, 0.048, 0.08, 0.152, -0.184, -0.024, -0.16, -0.024, 0.128, 0.096, 0.08, -0.264, 0.016, 0.04, -0.016, 0.144, 0.264, 0.12, -0.112, 0.104, 0.208, -0.064, -0.016, -0.048, 0.048, 0.224, -0.032, 0.04, -0.136, 0.216, -0.064, 0.152, 0.128, 0.04, -0.056, 0.056, 0.016, -0.168, 0.072, 0.16, 0.088, -0.08, -0.128, 0.144, -0.144, 0, 0.128, 0.024, -0.088, 0.176, 0.016, 0.024, -0.12, -0.192, 0.096, -0.064, 0.008, -0.056, -0.04, -0.128, 0.136, 0.136, -0.224, -0.048, -0.032, -0.112, -0.08, 0.12, -0.08, 0, -0.12, -0.064, 0, 0.064, -0.264, 0.008, -0.112, 0.04, -0.064, -0.112, 0.144, 0.2, -0.016, -0.032, 0.056, 0, 0.112, -0.016, -0.04, 0.032, 0.016, -0.144, -0.008, 0.152, 0.288, 0.144, 0.072, 0.048, -0.016, 0.016, 0.152, 0.088, 0.24, -0.064, 0.16, 0, 0.128, -0.056, -0.008, -0.12, 0.008, 0.008, 0.168, 0.056, 0.24, -0.192, 0.28, -0.008, 0.08, -0.296, -0.048, 0.032, -0.032, -0.128, -0.28, 0.096, -0.096, -0.144, -0.08, -0.12, -0.008, -0.096, -0.152, -0.088, -0.2, 0.128, 0, -0.136, -0.096, 0.048, 0.08, -0.064, 0.056, 0.112, -0.04, 0.064, -0.28, -0.232, 0.128, -0.024, -0.048, -0.04, -0.208, -0.024, -0.128, -0.168, -0.184, 0.24, -0.064, 0.008, 0.008, 0.096, -0.008, 0.064, -0.112, -0.056, -0.048, 0.032, -0.104, 0.072, 0.016, -0.16, -0.032, -0.2, 0.056, -0.112, 0.216, 0.168, 0.024, 0.056, -0.064, -0.128, 0.04, 0.04, -0.088, -0.12, -0.016, -0.072, -0.008, 0.024, 0.184, 0.088, -0.088, 0.056, -0.232, 0.088, 0.248, 0.072, 0.048, 0.064, 0.168, -0.104, -0.032, 0.056, 0.008, 0.136, -0.032, -0.008, 0, 0.04, -0.128, 0.016, -0.112, -0.032, 0.024, -0.048, 0, -0.128, 0.064, 0.096, -0.072, 0.048, 0.056, -0.008, 0.08, 0.04, -0.04, 0.056, -0.136, 0.024, 0.112, -0.088, -0.008, -0.112, 0.136, 0.136, -0.024, 0.176, 0.016, -0.12, 0.008, 0.176, 0.016, 0.048, 0.144, 0.2, 0.16, -0.136, 0, 0.12, -0.152, 0.104, 0.04, 0.12, 0.168, -0.2, 0.024, 0.128, 0.072, 0.048, 0.24, -0.064, 0.128, 0.208, -0.08, 0.032, -0.04, 0.224, -0.136, -0.104, 0.08, 0.192, -0.28, -0.208, -0.024, -0.08, -0.056, 0.056, 0.048, 0.04, -0.048, 0.144, -0.024, 0.096, 0.144, 0.032, -0.08, 0.064, 0.096, 0.136, -0.104, -0.176, -0.008, -0.112, 0.096, 0.008, -0.144, 0.008, -0.232, -0.112, 0.048, 0.008, -0.08, 0.016, 0.144, -0.056, 0.088, 0.016, -0.04, 0.064, -0.12, 0.096, -0.08, -0.04, -0.024, -0.016, -0.12, -0.176, 0.152, -0.072, 0.104, 0.04, 0.016, 0.072, -0.016, -0.04, 0.048, 0.096, -0.168, 0.04, -0.096, 0.112, -0.024, -0.04, -0.032, 0.16, -0.128, 0.184, -0.064, 0.2, 0.048, 0.192, -0.24, 0.016, 0.152, -0.056, -0.064, -0.112, 0.192, -0.2, 0.008, 0.072, 0.12, 0.176, 0.16, 0.104, 0.112, 0.2, -0.032, -0.128, 0.032, -0.224, -0.128, -0.04, -0.056, -0.152, 0.048, -0.04, -0.128, -0.04, -0.144, 0.04, 0.152, -0.08, -0.032, 0.088, -0.12, 0.144, 0.104, 0.08, -0.016, -0.056, -0.032, 0.008, -0.16, -0.048, 0.192, 0.064, 0.12, -0.136, -0.032, 0.072, -0.08, -0.104, 0.048, -0.08, -0.072, 0.072, 0.104, 0, -0.024, -0.12, 0.088, 0.096, -0.12, 0.04, -0.064, -0.064, 0.136, -0.104, 0.048, 0.016, -0.04, -0.056, 0.216, -0.016, 0.112, 0, -0.016, 0.032, 0.016, 0.032, 0.064, 0.048, -0.136, 0.152, 0.032, 0.192, 0.08, -0.032, 0.024, -0.112, -0.112, -0.168, 0.032, -0.096, 0.272, -0.064, -0.056, -0.032, 0.08, -0.176, 0.064, 0.056, 0.096, -0.104, -0.144, 0.072, 0.04, -0.152, 0.248, -0.44, -0.032, 0.08, -0.144, -0.088, 0.032, 0.104, 0.136, 0.128, -0.232, -0.184, 0, 0.008, 0.064, -0.024, -0.128, -0.04, 0.2, -0.008, -0.032, -0.032, 0.16, -0.024, -0.008, -0.216, -0.056, -0.016, 0.016, -0.056, -0.088, -0.032, 0.088, -0.04, 0.008, -0.088, 0.048, 0.04, -0.024, 0.072, 0.048, -0.048, 0.072, 0.024, 0.184, 0.136, 0.144, 0.032, 0.12, -0.024, -0.08, -0.096, -0.088, 0.152, 0.064, 0.04, -0.04, -0.032, 0.048, 0.048, -0.152, -0.064, -0.048, 0.032, 0.032, 0.04, -0.192, -0.04, -0.048, 0.048, -0.056, -0.056, -0.112, -0.336, 0.064, -0.016, 0.032, -0.088, -0.064, -0.072, 0.016, 0.048, -0.16, 0.12, 0.016, -0.184, -0.144, 0.232, -0.016, 0.08, -0.112, -0.048, -0.088, -0.008, 0.016, 0.064, 0.04, -0.048, -0.12, 0.04, 0.048, 0, 0.136, 0.032, -0.056, -0.08, -0.152, -0.024, 0, 0, -0.16, 0.064, -0.208, 0.048, -0.128, 0.04, -0.144, 0.088, 0.048, 0.04, 0.2, 0.104, 0.008, 0.168, 0, 0.056, -0.032, 0, -0.024, -0.048, -0.152, 0.072, -0.072, -0.16, -0.016, 0, 0.056, -0.128, 0.024, -0.04, 0.16, -0.112, 0.136, 0.184, 0.216, 0.144, -0.216, 0.136, 0.056, -0.104, 0.04, -0.08, 0.336, -0.08, -0.144, -0.016, -0.096, -0.04, 0.08, -0.072, 0.024, -0.088, 0.152, 0.104, 0.144, -0.104, -0.112, -0.008, 0.088, -0.096, 0.008, -0.024, 0.048, -0.128, -0.064, -0.128, -0.056, 0.12, 0.056, 0.048, -0.072, -0.08, 0.192, 0.288, 0.12, -0.056, -0.112, 0, -0.024, -0.08, 0.064, 0.232, 0.056, 0.104, 0.064, -0.016, 0, 0.16, 0.128, -0.184, -0.192
