name, average, error
steps,1.0095e+06,191485
times,360.301,68.255
sx,0.05016,0.000459653
sz,0.0323075,0.0113788
mag,0.871002,0.00320743
mag2,0.776592,0.00413287
mag4,0.634496,0.00498802
cluster size,1,0
corr_x,1
corr_t,1, 0.879, 0.848, 0.84, 0.824, 0.815, 0.812, 0.799, 0.804, 0.813, 0.795, 0.802, 0.804, 0.792, 0.779, 0.763, 0.77, 0.751, 0.761, 0.763, 0.773, 0.77, 0.764, 0.76, 0.769, 0.766, 0.773, 0.769, 0.762, 0.77, 0.744, 0.757, 0.743, 0.755, 0.755, 0.745, 0.75, 0.743, 0.749, 0.746, 0.733, 0.74, 0.747, 0.739, 0.747, 0.729, 0.722, 0.729, 0.735, 0.733, 0.729, 0.733, 0.735, 0.733, 0.722, 0.717, 0.707, 0.722, 0.727, 0.724, 0.723, 0.729, 0.732, 0.744, 0.733, 0.73, 0.734, 0.715, 0.739, 0.726, 0.727, 0.728, 0.724, 0.731, 0.718, 0.737, 0.744, 0.724, 0.744, 0.743, 0.745, 0.744, 0.752, 0.739, 0.74, 0.739, 0.753, 0.739, 0.735, 0.728, 0.735, 0.734, 0.735, 0.736, 0.744, 0.73, 0.719, 0.739, 0.724, 0.727, 0.721, 0.727, 0.733, 0.735, 0.737, 0.736, 0.736, 0.732, 0.751, 0.745, 0.741, 0.736, 0.727, 0.735, 0.734, 0.732, 0.74, 0.735, 0.743, 0.738, 0.732, 0.732, 0.728, 0.728, 0.723, 0.725, 0.72, 0.729, 0.735, 0.738, 0.721, 0.72, 0.724, 0.728, 0.735, 0.734, 0.737, 0.736, 0.738, 0.732, 0.741, 0.73, 0.726, 0.72, 0.725, 0.732, 0.721, 0.731, 0.729, 0.728, 0.731, 0.72, 0.722, 0.737, 0.74, 0.734, 0.742, 0.732, 0.724, 0.737, 0.742, 0.722, 0.732, 0.727, 0.728, 0.716, 0.725, 0.731, 0.739, 0.736, 0.742, 0.731, 0.737, 0.704, 0.731, 0.725, 0.731, 0.72, 0.722, 0.717, 0.727, 0.722, 0.735, 0.734, 0.72, 0.731, 0.743, 0.726, 0.724, 0.728, 0.734, 0.73, 0.726, 0.727, 0.722, 0.719, 0.71, 0.721, 0.725, 0.727, 0.723, 0.722, 0.724, 0.703, 0.726, 0.711, 0.71, 0.707, 0.715, 0.721, 0.72, 0.723, 0.725, 0.735, 0.72, 0.721, 0.72, 0.723, 0.714, 0.732, 0.73, 0.731, 0.721, 0.717, 0.721, 0.726, 0.713, 0.73, 0.711, 0.723, 0.722, 0.713, 0.718, 0.718, 0.721, 0.73, 0.719, 0.73, 0.72, 0.728, 0.735, 0.729, 0.736, 0.73, 0.725, 0.715, 0.732, 0.73, 0.739, 0.731, 0.721, 0.732, 0.728, 0.739, 0.719, 0.736, 0.715, 0.725, 0.734, 0.715, 0.723, 0.721, 0.729, 0.714, 0.726, 0.727, 0.727, 0.731, 0.73, 0.723, 0.72, 0.734, 0.723, 0.722, 0.728, 0.709, 0.723, 0.731, 0.727, 0.727, 0.733, 0.735, 0.736, 0.724, 0.723, 0.735, 0.741, 0.732, 0.734, 0.734, 0.728, 0.742, 0.737, 0.741, 0.74, 0.744, 0.743, 0.745, 0.744, 0.738, 0.725, 0.718, 0.721, 0.728, 0.733, 0.741, 0.725, 0.738, 0.737, 0.741, 0.742, 0.747, 0.749, 0.754, 0.744, 0.738, 0.754, 0.758, 0.763, 0.757, 0.747, 0.737, 0.744, 0.744, 0.737, 0.746, 0.744, 0.744, 0.742, 0.747, 0.728, 0.745, 0.741, 0.735, 0.737, 0.746, 0.754, 0.756, 0.761, 0.776, 0.772, 0.749, 0.742, 0.74, 0.735, 0.741, 0.74, 0.755, 0.757, 0.74, 0.75, 0.754, 0.752, 0.732, 0.743, 0.744, 0.734, 0.747, 0.735, 0.744, 0.756, 0.751, 0.749, 0.753, 0.749, 0.755, 0.743, 0.749, 0.758, 0.745, 0.745, 0.745, 0.738, 0.761, 0.754, 0.757, 0.758, 0.763, 0.753, 0.769, 0.77, 0.78, 0.795, 0.779, 0.776, 0.783, 0.77, 0.769, 0.77, 0.774, 0.788, 0.788, 0.789, 0.792, 0.801, 0.806, 0.836, 0.837, 0.853, 0.885
