name, average, error
steps,1.0095e+06,191485
times,415.89,78.815
sx,0.0270675,0.000205245
sz,0.00013,0.0287281
mag,0.9524,0.000909655
mag2,0.909797,0.00138546
mag4,0.834279,0.00205256
cluster size,1,0
corr_x,1
corr_t,1, 0.92, 0.913, 0.91, 0.902, 0.898, 0.902, 0.91, 0.899, 0.897, 0.893, 0.9, 0.897, 0.898, 0.894, 0.904, 0.902, 0.897, 0.882, 0.885, 0.885, 0.881, 0.893, 0.896, 0.882, 0.888, 0.901, 0.902, 0.898, 0.897, 0.9, 0.893, 0.899, 0.894, 0.892, 0.898, 0.886, 0.887, 0.891, 0.891, 0.892, 0.885, 0.899, 0.889, 0.897, 0.886, 0.879, 0.877, 0.886, 0.884, 0.872, 0.879, 0.887, 0.887, 0.875, 0.879, 0.88, 0.885, 0.884, 0.897, 0.898, 0.9, 0.885, 0.881, 0.888, 0.889, 0.889, 0.889, 0.892, 0.891, 0.89, 0.885, 0.879, 0.888, 0.885, 0.876, 0.891, 0.896, 0.902, 0.892, 0.895, 0.897, 0.892, 0.896, 0.894, 0.888, 0.89, 0.879, 0.879, 0.884, 0.888, 0.889, 0.891, 0.879, 0.883, 0.889, 0.877, 0.878, 0.887, 0.881, 0.883, 0.876, 0.875, 0.883, 0.884, 0.888, 0.893, 0.884, 0.89, 0.881, 0.892, 0.874, 0.88, 0.888, 0.885, 0.888, 0.879, 0.882, 0.892, 0.89, 0.886, 0.885, 0.878, 0.885, 0.875, 0.876, 0.873, 0.878, 0.865, 0.89, 0.876, 0.881, 0.89, 0.889, 0.879, 0.888, 0.871, 0.884, 0.88, 0.887, 0.883, 0.871, 0.877, 0.88, 0.87, 0.887, 0.88, 0.884, 0.882, 0.89, 0.871, 0.892, 0.882, 0.887, 0.887, 0.879, 0.874, 0.892, 0.892, 0.882, 0.887, 0.897, 0.88, 0.878, 0.888, 0.887, 0.885, 0.889, 0.879, 0.89, 0.884, 0.886, 0.886, 0.897, 0.882, 0.902, 0.886, 0.896, 0.88, 0.887, 0.887, 0.881, 0.891, 0.877, 0.887, 0.883, 0.891, 0.9, 0.887, 0.897, 0.88, 0.887, 0.881, 0.879, 0.89, 0.889, 0.883, 0.881, 0.886, 0.89, 0.888, 0.879, 0.889, 0.881, 0.875, 0.88, 0.884, 0.87, 0.875, 0.883, 0.889, 0.89, 0.886, 0.879, 0.877, 0.873, 0.885, 0.881, 0.881, 0.879, 0.879, 0.879, 0.878, 0.891, 0.898, 0.884, 0.899, 0.879, 0.876, 0.888, 0.876, 0.886, 0.887, 0.883, 0.873, 0.881, 0.883, 0.888, 0.892, 0.888, 0.87, 0.88, 0.884, 0.88, 0.876, 0.89, 0.879, 0.88, 0.887, 0.888, 0.878, 0.882, 0.874, 0.883, 0.888, 0.882, 0.882, 0.879, 0.88, 0.893, 0.893, 0.89, 0.893, 0.886, 0.887, 0.895, 0.888, 0.895, 0.878, 0.882, 0.887, 0.877, 0.887, 0.883, 0.891, 0.893, 0.879, 0.886, 0.887, 0.888, 0.884, 0.896, 0.888, 0.893, 0.888, 0.891, 0.887, 0.889, 0.891, 0.891, 0.898, 0.893, 0.892, 0.886, 0.871, 0.888, 0.89, 0.896, 0.89, 0.883, 0.888, 0.893, 0.886, 0.887, 0.881, 0.892, 0.886, 0.89, 0.878, 0.874, 0.88, 0.883, 0.887, 0.879, 0.88, 0.877, 0.879, 0.876, 0.874, 0.876, 0.873, 0.885, 0.885, 0.887, 0.887, 0.877, 0.881, 0.885, 0.882, 0.876, 0.881, 0.891, 0.88, 0.893, 0.889, 0.894, 0.896, 0.882, 0.883, 0.879, 0.886, 0.885, 0.889, 0.892, 0.894, 0.882, 0.885, 0.89, 0.891, 0.878, 0.889, 0.879, 0.876, 0.877, 0.878, 0.888, 0.887, 0.881, 0.886, 0.891, 0.894, 0.891, 0.888, 0.877, 0.879, 0.879, 0.869, 0.871, 0.882, 0.874, 0.884, 0.872, 0.887, 0.886, 0.883, 0.891, 0.886, 0.895, 0.892, 0.892, 0.892, 0.888, 0.889, 0.897, 0.898, 0.901, 0.894, 0.893, 0.892, 0.893, 0.903, 0.899, 0.898, 0.906, 0.907, 0.902, 0.909, 0.903, 0.918, 0.929
