name, average, error
steps,1.0095e+06,191485
times,1016.17,192.585
sx,0.036312,0.000167563
sz,0.010822,0.0232385
mag,0.924462,0.00168228
mag2,0.858581,0.00243538
mag4,0.746148,0.00315417
cluster size,1,0
corr_x,1
corr_t,1, 0.897, 0.887, 0.859, 0.847, 0.849, 0.845, 0.841, 0.839, 0.843, 0.839, 0.83, 0.824, 0.832, 0.822, 0.822, 0.827, 0.837, 0.828, 0.815, 0.829, 0.817, 0.822, 0.83, 0.825, 0.817, 0.819, 0.832, 0.826, 0.804, 0.812, 0.823, 0.817, 0.813, 0.822, 0.825, 0.822, 0.832, 0.818, 0.815, 0.823, 0.826, 0.825, 0.822, 0.818, 0.812, 0.818, 0.817, 0.827, 0.815, 0.814, 0.826, 0.825, 0.808, 0.826, 0.819, 0.827, 0.819, 0.827, 0.825, 0.826, 0.821, 0.82, 0.82, 0.817, 0.816, 0.812, 0.816, 0.826, 0.84, 0.836, 0.814, 0.828, 0.816, 0.824, 0.822, 0.83, 0.837, 0.836, 0.832, 0.817, 0.819, 0.807, 0.805, 0.826, 0.819, 0.819, 0.815, 0.82, 0.829, 0.832, 0.817, 0.824, 0.825, 0.826, 0.83, 0.818, 0.824, 0.826, 0.826, 0.817, 0.811, 0.827, 0.826, 0.821, 0.816, 0.81, 0.818, 0.813, 0.813, 0.805, 0.803, 0.826, 0.814, 0.82, 0.813, 0.805, 0.799, 0.809, 0.803, 0.814, 0.817, 0.814, 0.808, 0.821, 0.818, 0.818, 0.814, 0.816, 0.799, 0.796, 0.806, 0.81, 0.817, 0.816, 0.827, 0.812, 0.812, 0.808, 0.812, 0.813, 0.807, 0.817, 0.806, 0.806, 0.824, 0.827, 0.821, 0.825, 0.821, 0.807, 0.794, 0.796, 0.803, 0.804, 0.815, 0.81, 0.81, 0.817, 0.82, 0.819, 0.819, 0.817, 0.82, 0.81, 0.81, 0.809, 0.81, 0.813, 0.814, 0.803, 0.809, 0.814, 0.817, 0.808, 0.813, 0.813, 0.82, 0.821, 0.82, 0.817, 0.818, 0.812, 0.82, 0.82, 0.804, 0.801, 0.813, 0.812, 0.803, 0.803, 0.804, 0.815, 0.809, 0.808, 0.821, 0.821, 0.821, 0.801, 0.797, 0.802, 0.8, 0.803, 0.806, 0.817, 0.811, 0.823, 0.81, 0.824, 0.825, 0.823, 0.817, 0.803, 0.817, 0.819, 0.808, 0.805, 0.805, 0.815, 0.802, 0.818, 0.798, 0.808, 0.807, 0.813, 0.814, 0.805, 0.809, 0.809, 0.816, 0.814, 0.812, 0.8, 0.813, 0.803, 0.81, 0.808, 0.814, 0.814, 0.813, 0.806, 0.811, 0.801, 0.809, 0.809, 0.806, 0.796, 0.802, 0.805, 0.793, 0.799, 0.797, 0.806, 0.81, 0.799, 0.807, 0.812, 0.806, 0.812, 0.796, 0.807, 0.802, 0.806, 0.813, 0.811, 0.81, 0.809, 0.827, 0.813, 0.811, 0.802, 0.81, 0.806, 0.812, 0.815, 0.815, 0.816, 0.818, 0.804, 0.81, 0.802, 0.822, 0.821, 0.804, 0.799, 0.822, 0.825, 0.81, 0.811, 0.81, 0.812, 0.817, 0.823, 0.813, 0.814, 0.819, 0.818, 0.812, 0.816, 0.823, 0.814, 0.803, 0.818, 0.816, 0.824, 0.812, 0.808, 0.803, 0.81, 0.816, 0.805, 0.817, 0.809, 0.814, 0.81, 0.818, 0.814, 0.814, 0.816, 0.814, 0.814, 0.814, 0.818, 0.819, 0.82, 0.81, 0.814, 0.838, 0.816, 0.813, 0.798, 0.803, 0.793, 0.793, 0.806, 0.818, 0.821, 0.813, 0.802, 0.807, 0.8, 0.812, 0.803, 0.81, 0.811, 0.81, 0.804, 0.808, 0.81, 0.821, 0.817, 0.817, 0.82, 0.822, 0.818, 0.812, 0.805, 0.813, 0.815, 0.823, 0.812, 0.81, 0.824, 0.813, 0.82, 0.815, 0.819, 0.803, 0.811, 0.803, 0.815, 0.819, 0.809, 0.809, 0.805, 0.808, 0.826, 0.818, 0.821, 0.821, 0.831, 0.817, 0.816, 0.812, 0.814, 0.809, 0.817, 0.811, 0.812, 0.805, 0.813, 0.806, 0.825, 0.822, 0.822, 0.83, 0.827, 0.826, 0.823, 0.821, 0.818, 0.824, 0.824, 0.814, 0.814, 0.82, 0.81, 0.812, 0.81, 0.818, 0.807, 0.803, 0.802, 0.794, 0.799, 0.812, 0.812, 0.811, 0.819, 0.803, 0.817, 0.818, 0.811, 0.813, 0.812, 0.811, 0.813, 0.806, 0.814, 0.823, 0.818, 0.819, 0.819, 0.801, 0.815, 0.82, 0.815, 0.828, 0.819, 0.829, 0.82, 0.816, 0.814, 0.808, 0.82, 0.809, 0.824, 0.821, 0.809, 0.808, 0.81, 0.809, 0.808, 0.798, 0.807, 0.812, 0.818, 0.815, 0.805, 0.802, 0.79, 0.798, 0.806, 0.802, 0.807, 0.82, 0.815, 0.813, 0.825, 0.821, 0.822, 0.82, 0.806, 0.818, 0.814, 0.818, 0.82, 0.822, 0.823, 0.82, 0.822, 0.821, 0.82, 0.821, 0.826, 0.82, 0.81, 0.806, 0.817, 0.816, 0.825, 0.815, 0.803, 0.81, 0.811, 0.794, 0.806, 0.807, 0.799, 0.805, 0.807, 0.818, 0.813, 0.811, 0.814, 0.812, 0.813, 0.814, 0.797, 0.813, 0.812, 0.792, 0.803, 0.793, 0.803, 0.807, 0.808, 0.813, 0.809, 0.815, 0.808, 0.815, 0.818, 0.806, 0.82, 0.811, 0.817, 0.822, 0.803, 0.812, 0.811, 0.806, 0.822, 0.816, 0.814, 0.813, 0.811, 0.818, 0.819, 0.826, 0.818, 0.816, 0.806, 0.82, 0.822, 0.814, 0.824, 0.804, 0.816, 0.807, 0.801, 0.812, 0.803, 0.816, 0.809, 0.804, 0.805, 0.8, 0.795, 0.795, 0.804, 0.803, 0.798, 0.805, 0.798, 0.799, 0.804, 0.807, 0.811, 0.815, 0.804, 0.82, 0.815, 0.814, 0.823, 0.815, 0.811, 0.806, 0.815, 0.82, 0.811, 0.827, 0.819, 0.805, 0.821, 0.823, 0.808, 0.815, 0.82, 0.821, 0.82, 0.807, 0.815, 0.806, 0.806, 0.813, 0.824, 0.826, 0.821, 0.814, 0.813, 0.811, 0.813, 0.813, 0.808, 0.802, 0.803, 0.813, 0.824, 0.817, 0.807, 0.809, 0.809, 0.809, 0.816, 0.822, 0.819, 0.809, 0.815, 0.811, 0.815, 0.81, 0.808, 0.811, 0.811, 0.813, 0.819, 0.808, 0.815, 0.796, 0.804, 0.809, 0.811, 0.813, 0.818, 0.813, 0.811, 0.815, 0.811, 0.809, 0.802, 0.796, 0.794, 0.798, 0.819, 0.813, 0.816, 0.814, 0.816, 0.8, 0.802, 0.813, 0.806, 0.808, 0.809, 0.807, 0.812, 0.81, 0.813, 0.802, 0.798, 0.809, 0.815, 0.805, 0.802, 0.81, 0.813, 0.808, 0.832, 0.823, 0.823, 0.813, 0.825, 0.825, 0.821, 0.816, 0.812, 0.804, 0.8, 0.804, 0.808, 0.816, 0.81, 0.827, 0.806, 0.821, 0.801, 0.81, 0.813, 0.804, 0.812, 0.818, 0.82, 0.815, 0.813, 0.814, 0.804, 0.806, 0.805, 0.808, 0.818, 0.814, 0.825, 0.811, 0.825, 0.805, 0.829, 0.82, 0.829, 0.821, 0.814, 0.804, 0.804, 0.805, 0.806, 0.792, 0.799, 0.8, 0.799, 0.802, 0.808, 0.808, 0.806, 0.826, 0.805, 0.816, 0.822, 0.824, 0.831, 0.826, 0.818, 0.822, 0.831, 0.821, 0.812, 0.83, 0.823, 0.827, 0.815, 0.82, 0.803, 0.811, 0.827, 0.817, 0.819, 0.814, 0.814, 0.794, 0.818, 0.807, 0.803, 0.807, 0.807, 0.809, 0.808, 0.814, 0.802, 0.821, 0.814, 0.807, 0.815, 0.816, 0.822, 0.819, 0.812, 0.81, 0.81, 0.788, 0.8, 0.796, 0.794, 0.8, 0.814, 0.813, 0.814, 0.812, 0.8, 0.794, 0.811, 0.812, 0.806, 0.81, 0.822, 0.799, 0.803, 0.808, 0.813, 0.809, 0.808, 0.801, 0.814, 0.804, 0.802, 0.802, 0.803, 0.796, 0.795, 0.803, 0.803, 0.809, 0.813, 0.814, 0.813, 0.82, 0.812, 0.801, 0.812, 0.8, 0.807, 0.815, 0.809, 0.817, 0.816, 0.82, 0.81, 0.809, 0.803, 0.799, 0.816, 0.814, 0.818, 0.821, 0.82, 0.816, 0.808, 0.813, 0.813, 0.813, 0.812, 0.823, 0.816, 0.811, 0.815, 0.823, 0.818, 0.817, 0.82, 0.801, 0.814, 0.805, 0.81, 0.811, 0.809, 0.825, 0.826, 0.823, 0.814, 0.816, 0.82, 0.819, 0.817, 0.796, 0.816, 0.817, 0.816, 0.805, 0.813, 0.819, 0.813, 0.817, 0.808, 0.813, 0.813, 0.818, 0.807, 0.81, 0.805, 0.822, 0.817, 0.818, 0.822, 0.808, 0.811, 0.81, 0.819, 0.826, 0.813, 0.808, 0.808, 0.798, 0.798, 0.804, 0.813, 0.798, 0.792, 0.802, 0.804, 0.809, 0.795, 0.813, 0.805, 0.803, 0.803, 0.806, 0.818, 0.805, 0.814, 0.816, 0.819, 0.802, 0.805, 0.809, 0.807, 0.814, 0.808, 0.809, 0.823, 0.808, 0.814, 0.81, 0.813, 0.808, 0.804, 0.813, 0.805, 0.801, 0.806, 0.798, 0.808, 0.812, 0.812, 0.812, 0.807, 0.819, 0.808, 0.813, 0.815, 0.823, 0.801, 0.811, 0.815, 0.817, 0.818, 0.817, 0.82, 0.828, 0.812, 0.814, 0.815, 0.811, 0.833, 0.829, 0.827, 0.834, 0.81, 0.82, 0.821, 0.832, 0.818, 0.83, 0.825, 0.82, 0.835, 0.829, 0.82, 0.818, 0.818, 0.819, 0.824, 0.801, 0.816, 0.814, 0.825, 0.822, 0.82, 0.825, 0.821, 0.823, 0.82, 0.818, 0.801, 0.819, 0.813, 0.824, 0.822, 0.82, 0.818, 0.823, 0.819, 0.831, 0.836, 0.825, 0.832, 0.825, 0.828, 0.826, 0.83, 0.837, 0.827, 0.825, 0.825, 0.837, 0.846, 0.85, 0.851, 0.845, 0.856, 0.863, 0.878, 0.898
