name, average, error
steps,1.0095e+06,191485
times,143.16,27.1379
sx,0.07066,0.000540051
sz,-0.02466,0.0134173
mag,0.78175,0.00375811
mag2,0.655142,0.00404005
mag4,0.492831,0.0036621
cluster size,1,0
corr_x,1
corr_t,1, 0.838, 0.78, 0.751, 0.738, 0.725, 0.711, 0.679, 0.682, 0.663, 0.68, 0.669, 0.67, 0.674, 0.67, 0.681, 0.669, 0.663, 0.651, 0.644, 0.638, 0.617, 0.642, 0.657, 0.624, 0.624, 0.616, 0.617, 0.604, 0.598, 0.607, 0.615, 0.629, 0.634, 0.611, 0.602, 0.608, 0.593, 0.604, 0.596, 0.597, 0.613, 0.601, 0.599, 0.606, 0.614, 0.602, 0.591, 0.583, 0.59, 0.585, 0.579, 0.599, 0.584, 0.581, 0.59, 0.581, 0.573, 0.57, 0.584, 0.573, 0.607, 0.57, 0.569, 0.582, 0.552, 0.553, 0.556, 0.536, 0.572, 0.576, 0.551, 0.558, 0.571, 0.548, 0.541, 0.549, 0.556, 0.564, 0.572, 0.564, 0.557, 0.559, 0.55, 0.555, 0.566, 0.565, 0.566, 0.561, 0.559, 0.554, 0.558, 0.556, 0.562, 0.557, 0.561, 0.569, 0.552, 0.549, 0.546, 0.549, 0.563, 0.555, 0.559, 0.579, 0.598, 0.586, 0.596, 0.563, 0.583, 0.58, 0.569, 0.575, 0.568, 0.566, 0.563, 0.585, 0.6, 0.581, 0.558, 0.57, 0.57, 0.575, 0.572, 0.585, 0.573, 0.591, 0.583, 0.58, 0.578, 0.575, 0.593, 0.592, 0.581, 0.583, 0.573, 0.581, 0.588, 0.583, 0.573, 0.569, 0.585, 0.574, 0.598, 0.592, 0.594, 0.606, 0.594, 0.592, 0.585, 0.592, 0.594, 0.6, 0.6, 0.588, 0.607, 0.593, 0.601, 0.597, 0.587, 0.581, 0.595, 0.594, 0.609, 0.605, 0.619, 0.628, 0.597, 0.611, 0.617, 0.606, 0.6, 0.613, 0.623, 0.633, 0.621, 0.622, 0.632, 0.634, 0.639, 0.634, 0.646, 0.64, 0.646, 0.647, 0.661, 0.666, 0.657, 0.654, 0.665, 0.669, 0.691, 0.687, 0.676, 0.695, 0.692, 0.723, 0.734, 0.791, 0.824
